,who,what,when,where,why,how,text
354,migrants,were helped to cross into Poland,0,Belarus,Belarus leader Alexander Lukashenko,an exclusive BBC interview .,"Belarus leader Alexander Lukashenko accepts migrants were helped to cross into Poland but denies inviting them, in an exclusive BBC interview"
355,0,0,0,Austria,Austria,in full national lockdown and makes vaccines compulsory after new,Austria brings in full national lockdown and makes vaccines compulsory after new wave of Covid infections
356,0,0,0,0,0,Indian PM Narendra Modi has announced the repeal of three,Indian PM Narendra Modi has announced the repeal of three controversial farm laws after months of protests.
357,0,0,0,Mediterranean,0,British F-35 fighter jet crashes during routine operation in Mediterranean,"British F-35 fighter jet crashes during routine operation in Mediterranean - pilot ejected safely, UK Ministry of Defence says"
358,Liverpool bomber Emad Al Swealmeen,"began making purchases , counter terror police",0,0,Liverpool bomber Emad Al Swealmeen,", counter terror police believe .","Liverpool bomber Emad Al Swealmeen began making purchases for his attack in April, counter terror police believe"
359,0,0,0,UK,0,than double the 2 Percent target .,"Inflation in the UK, as measured by the Consumer Prices Index, hit 4.2 Percent in October - more than double the 2 Percent target"
360,0,0,0,US,0,begins highly anticipated virtual meeting with Chinese counterpart Xi Jinping,US President Joe Biden begins highly anticipated virtual meeting with Chinese counterpart Xi Jinping
361,0,0,0,Liverpool,0,0,Four men arrested over taxi explosion outside Liverpool hospital on Sunday released from police custody
362,Police,believe the man,0,Liverpool Women 's Hospital,they,0,Police say they believe the man killed in Sunday’s explosion outside Liverpool Women's Hospital was 32-year-old Emad Al Swealmeen
363,0,0,0,Liverpool,UK terror threat level,"to severe from substantial , meaning attack is “ highly","UK terror threat level raised to severe from substantial, meaning attack is “highly likely”, in wake of Liverpool hospital blast"
364,An improvised explosive device,has been manufactured,0,Liverpool,it,improvised explosive device has been manufactured and our assumption so,"""An improvised explosive device has been manufactured and our assumption so far is that it was built by the passenger in the taxi”

Head of Counter Terror North West Unit Russ Jackson confirms explosion in Liverpool was ""a terrorist incident”"
365,0,0,0,Liverpool Women 's Hospital,0,one person killed in car explosion outside Liverpool Women 's,Three men arrested under Terrorism Act after one person killed in car explosion outside Liverpool Women's Hospital
366,0,0,0,Glasgow,Glasgow,""" game-changing agreement that the world needed to see ""","""Glasgow has sounded the death knell for coal power""

UK PM Boris Johnson describes COP26 climate deal as a ""game-changing agreement that the world needed to see"""
367,0,0,0,Glasgow,Glasgow climate,""" game-changing agreement "" which sounds "" the death knell","Glasgow climate deal a ""game-changing agreement"" which sounds ""the death knell for coal power"", UK PM Boris Johnson says"
368,0,0,0,Glasgow,0,New global climate deal agreed at COP26 in Glasgow after,New global climate deal agreed at COP26 in Glasgow after last-minute wrangling over agreement on cutting coal
369,The husband of British-Iranian detainee Nazanin Zaghari-Ratcliffe,is ending his hunger strike,0,0,The husband of British-Iranian detainee Nazanin Zaghari-Ratcliffe,of British-Iranian detainee Nazanin Zaghari-Ratcliffe is ending his hunger strike,The husband of British-Iranian detainee Nazanin Zaghari-Ratcliffe is ending his hunger strike after 21 days
370,0,0,0,0,0,the latest developments .,"Negotiators from around the world working to strike a deal as 6pm deadline to reach agreement at COP26 passes

Follow the latest developments"
371,0,0,0,US,0,Myanmar military court .,US journalist Danny Fenster sentenced to 11 years in jail by Myanmar military court
372,0,0,0,London,0,in central London following break from engagements on medical advice,Queen to attend Remembrance Sunday service in central London following break from engagements on medical advice
373,0,0,0,0,Yorkshire 's chief executive Mark Arthur,'s chief executive Mark Arthur resigns over cricket club 's,Yorkshire's chief executive Mark Arthur resigns over cricket club's response to racism experienced by former player Azeem Rafiq
374,0,0,0,South Africa,0,"the last president of a segregated South Africa , who","FW de Klerk - the last president of a segregated South Africa, who freed Nelson Mandela - has died aged 85"
375,0,0,0,China and US,they,"work together on climate action , saying they recognise ""","China and US pledge to work together on climate action, saying they recognise ""the urgency of the climate crisis"""
376,0,0,0,0,0,0,"First draft of COP26 climate summit agreement published, urging countries to cut emissions to avoid temperature rises of above 1.5C"
377,0,0,0,US,0,At least eight people killed and many injured after crowd,At least eight people killed and many injured after crowd surge at US music festival
378,0,0,0,US,0,a major domestic victory for President Joe Biden .,"US Congress passes $1tn infrastructure bill, delivering a major domestic victory for President Joe Biden"
379,0,0,0,0,0,0,"Climate activist Greta Thunberg labels COP26 a ""failure"", and tells rally of protesters the conference is a ""PR exercise"""
380,0,0,0,0,"Experimental pill , developed by Pfizer to treat Covid ,","Experimental pill , developed by Pfizer to treat Covid ,","Experimental pill, developed by Pfizer to treat Covid, cuts risk of hospitalisation or death by 89 Percent in vulnerable adults, clinical trials suggest"
381,0,0,0,0,Yorkshire chairman Roger Hutton,by former player Azeem Rafiq .,Yorkshire chairman Roger Hutton resigns over the cricket club's response to racism experienced by former player Azeem Rafiq
382,"Entertainer , presenter and dancer Lionel Blair","has died aged 92 , his agent",0,0,0,"died aged 92 , his agent says .","Entertainer, presenter and dancer Lionel Blair has died aged 92, his agent says"
383,0,0,0,England,racism allegations,by former player Azeem Rafiq .,Yorkshire County Cricket Club suspended from hosting England matches following racism allegations made by former player Azeem Rafiq
384,0,0,0,UK,0,"Conservative MP Owen Paterson , at centre of UK government","Conservative MP Owen Paterson, at centre of UK government lobbying row, is to resign, saying last few days have been ""intolerable"""
385,0,0,0,UK,0,""" game-changing "" pill to treat symptomatic Covid in the","UK becomes first country to approve ""game-changing"" pill to treat symptomatic Covid in the most vulnerable patients"
386,0,0,0,Australia,0,found alive in Australia more than two weeks after vanishing,Missing four-year-old Cleo Smith found alive in Australia more than two weeks after vanishing from remote campsite
387,0,0,0,Switzerland,Former Fifa officials Sepp Blatter and Michel Platini,Former Fifa officials Sepp Blatter and Michel Platini charged with,Former Fifa officials Sepp Blatter and Michel Platini charged with fraud and other offences in Switzerland
388,0,0,0,0,At least 80 countries,At least 80 countries sign up to pledge to slash,"At least 80 countries sign up to pledge to slash emissions of methane, a major driver of climate change"
389,0,0,0,London,0,plead guilty to taking and sharing photos of the bodies,Two police officers plead guilty to taking and sharing photos of the bodies of two sisters found in a London park
390,0,0,0,0,0,First major deal at COP26 climate summit sees 100 nations,"First major deal at COP26 climate summit sees 100 nations promise to end deforestation by 2030 and protect ""lungs of our planet"""
391,0,0,0,Glasgow,0,"achieve true statesmanship "" and create a "" safer ,","Queen urges world leaders at Glasgow COP26 climate summit to ""achieve true statesmanship"" and create a ""safer, stabler future"" for the planet"
392,0,0,0,0,0,"Covid-19 worldwide since start of pandemic , according to Johns","More than five million people have died of Covid-19 worldwide since start of pandemic, according to Johns Hopkins University"
393,0,0,0,"Glasgow , Scotland",Representatives from 200 countries,of global warming .,"Representatives from 200 countries gather in Glasgow, Scotland, at COP26 climate conference - aiming to help solve the challenge of global warming"
394,0,0,0,"Salisbury , UK",0,0,"A number of passengers have been injured in a crash between two trains near Salisbury, UK"
395,0,0,0,south Wales,one,a critical condition in hospital after a group of paddleboarders,Three people have died and one is in a critical condition in hospital after a group of paddleboarders got into difficulty in a river in south Wales
396,Facebook,changes its name,0,Meta,Facebook,in major rebrand .,Facebook changes its name to Meta in major rebrand
397,0,0,0,0,0,found guilty by majority verdict of endangering safety of an,"Organiser of flight, in which footballer Emiliano Sala and pilot David Ibbotson died, found guilty by majority verdict of endangering safety of an aircraft"
398,0,0,0,London,0,who randomly murdered sisters Nicole Smallman and Bibaa Henry in,Killer who randomly murdered sisters Nicole Smallman and Bibaa Henry in north-west London jailed for life
399,0,0,0,UK,0,Middle-income families in UK set to be worse off next,"Middle-income families in UK set to be worse off next year amid rising costs and tax rises, independent economic think tank says"
400,0,0,0,UK,UK Chancellor Rishi Sunak,"' Historic change ' to alcohol taxes in Britain ,","'Historic change' to alcohol taxes in Britain, with cheaper sparkling wine and draught beer reduced by 3p per pint, UK Chancellor Rishi Sunak announces in Budget speech"
401,0,0,0,US,0,experts back use of Pfizer Covid vaccine for children aged,"US health experts back use of Pfizer Covid vaccine for children aged five to 11, paving the way for full authorisation and rollout"
402,0,0,0,0,0,failings in the way it responded when they were reported,"Met Police will apologise to family of the two murdered sisters Bibaa Henry and Nicole Smallman, for failings in the way it responded when they were reported missing"
403,0,0,0,0,there,after fatal shooting of Halyna Hutchins on film set .,"Alec Baldwin says ""there are no words to convey my shock and sadness"" after fatal shooting of Halyna Hutchins on film set"
404,Hollywood actor Alec Baldwin,discharged a prop gun,0,Hollywood,0,his new film Rust - police .,A woman has died after Hollywood actor Alec Baldwin discharged a prop gun on the set of his new film Rust - police
405,0,0,0,Florida,0,Human remains found in Florida park are those of Brian,"Human remains found in Florida park are those of Brian Laundrie, missing fiancé of murdered blogger Gabby Petito, FBI confirms"
406,0,0,0,Buckingham Palace,0,"is back at Windsor Castle and "" in good spirits","The Queen is back at Windsor Castle and ""in good spirits"" after spending Wednesday night in hospital for checks, Buckingham Palace says"
407,0,0,0,0,"Ali Harbi Ali , 25 ,",of terrorist acts .,"Ali Harbi Ali, 25, charged with murder of MP Sir David Amess and the preparation of terrorist acts"
408,0,0,0,US,0,0,"""Items of interest"" linked to fiancé of murdered US blogger Gabbi Petito found in Florida park, FBI say"
409,0,0,0,US,0,"the deadliest US school shootings pleads guilty to murder ,","Gunman who killed 17 people in Parkland, Florida, in one of the deadliest US school shootings pleads guilty to murder, and could face the death penalty"
410,0,0,0,UK,0,Multiple failures by UK police and prosecutors meant child abuse,"Multiple failures by UK police and prosecutors meant child abuse allegations against late peer Lord Janner were not properly investigated, inquiry finds"
411,Southend-on-Sea,"will be "" accorded the city status",0,UK,it,"so clearly deserves "" , in honour of MP Sir","UK PM Boris Johnson says Queen has agreed that Southend-on-Sea will be ""accorded the city status it so clearly deserves"", in honour of MP Sir David Amess, who had long campaigned for the change"
412,0,0,0,UK,0,a long-held ambition of the late MP Sir David Amess,"UK PM Boris Johnson announces Southend-on-Sea will be given city status by the Queen, fulfilling a long-held ambition of the late MP Sir David Amess, who was fatally stabbed on Friday"
413,0,0,0,US,0,from humble background to first African-American US secretary of state,"Obituary: Colin Powell, from humble background to first African-American US secretary of state"
414,0,0,0,US,0,"first African-American US Secretary of State , has died aged","Colin Powell, the first African-American US Secretary of State, has died aged 84 due to Covid complications"
415,0,0,0,0,0,"set aside hatred "" .","""Our hearts are shattered"" - the family of Essex MP Sir David Amess call on people to ""set aside hatred"""
416,0,0,0,0,0,0,Man arrested on suspicion of murdering MP Sir David Amess - Ali Harbi Ali - is further detained under Terrorism Act
417,0,0,0,Essex,0,The fatal stabbing of Conservative MP Sir David Amess in,The fatal stabbing of Conservative MP Sir David Amess in Essex is declared a terrorist incident by police
418,PM Boris Johnson,"pays tribute to Sir David Amess , who was killed after being stabbed in his constituency",0,0,He,"the kindest , nicest , most gentle people in politics","""He was one of the kindest, nicest, most gentle people in politics""

PM Boris Johnson pays tribute to Sir David Amess, who was killed after being stabbed in his constituency: We’ve lost today a fine public servant and a much-loved friend colleague"
419,0,0,0,0,0,the prominent campaigner .,"Obituary: Sir David Amess, the prominent campaigner"
420,Conservative MP Sir David Amess,dies after being stabbed at his constituency surgery,0,"Essex , UK",0,Conservative MP Sir David Amess dies after being stabbed at,"Conservative MP Sir David Amess dies after being stabbed at his constituency surgery in Essex, UK"
421,0,0,0,Leigh-on-Sea,Aerial pictures,Aerial pictures show an air ambulance at the scene in,"Aerial pictures show an air ambulance at the scene in Leigh-on-Sea, Essex, where Conservative MP David Amess has been stabbed"
422,0,0,0,"Leigh-on-Sea , UK",0,Conservative MP Sir David Amess stabbed while holding constituency meeting,"Conservative MP Sir David Amess stabbed while holding constituency meeting in Leigh-on-Sea, UK, local councillors confirm"
423,0,0,0,"Essex , UK",0,0,"Stabbing reported where Conservative MP Sir David Amess was meeting constituents in Essex, UK

Police say one man has been arrested"
424,0,0,0,"Kandahar , Afghanistan",0,Many casualties feared after explosion hits Shia mosque during Friday,"Many casualties feared after explosion hits Shia mosque during Friday prayers in city of Kandahar, Afghanistan"
425,"43,000 people",may have been wrongly told their Covid PCR test,0,"Wolverhampton , UK",0,"been wrongly told their Covid PCR test was negative ,","Around 43,000 people may have been wrongly told their Covid PCR test was negative, after being processed by one lab in Wolverhampton, UK"
426,0,0,0,0,0,be streetwise following Sarah Everard 's murder by police officer,"Police boss Philip Allott, who said women needed to be streetwise following Sarah Everard's murder by police officer, resigns as North Yorkshire Police, Fire and Crime Commissioner"
427,0,0,0,Norway,0,0,"Man who killed five people with a bow and arrow in Norway had shown signs of radicalisation, police say"
428,0,0,0,Norway,0,"kills several people and injures others in southern Norway ,","Man armed with bow and arrows kills several people and injures others in southern Norway, police say"
429,0,0,0,0,"Actor William Shatner , 90 ,",the oldest person to go to space .,"Actor William Shatner, 90, known for playing Captain Kirk in Star Trek, becomes the oldest person to go to space"
430,UK 's early Covid response,"was "" one",0,UK,0,"'s early Covid response was "" one of the most","UK's early Covid response was ""one of the most important public health failures"" the country has ever experienced, report by MPs finds"
431,Austria 's Chancellor Sebastian Kurz,resigns amid corruption probe,0,Austria,Austria 's Chancellor Sebastian Kurz,proposes foreign minister as his successor .,"Austria's Chancellor Sebastian Kurz resigns amid corruption probe, and proposes foreign minister as his successor"
432,A US appeals court,reinstates Texas 's,0,US,it,"'s near total ban on abortions , two days after","A US appeals court reinstates Texas's near total ban on abortions, two days after it was blocked in a lower court"
433,0,0,0,UK,0,"Conservative MP and former UK government minister James Brokenshire ,","Conservative MP and former UK government minister James Brokenshire, who was diagnosed with lung cancer in 2018, dies aged 53"
434,Journalists Maria Ressa and Dmitry Muratov,win Nobel Peace Prize,0,0,Journalists Maria Ressa and Dmitry Muratov,Muratov jointly win Nobel Peace Prize for their fight to,Journalists Maria Ressa and Dmitry Muratov jointly win Nobel Peace Prize for their fight to defend freedom of expression
435,0,0,0,South Africa and Brazil,0,"travel red list from Monday , meaning passengers returning to","South Africa and Brazil among 47 destinations to be moved off UK's travel red list from Monday, meaning passengers returning to England will no longer have to quarantine in a hotel"
436,0,0,0,0,0,Saudi Arabian-backed takeover of Newcastle United football club completed .,Saudi Arabian-backed takeover of Newcastle United football club completed
437,0,0,0,Africa,Children across much of Africa,across much of Africa are to be vaccinated against malaria,Children across much of Africa are to be vaccinated against malaria in a historic moment in the fight against the deadly disease
438,0,0,0,UK,0,""" systematic failures "" that allowed Sarah Everard ’s killer","Inquiry launched into ""systematic failures"" that allowed Sarah Everard’s killer Wayne Couzens to continue to be police officer, UK Home Secretary Priti Patel confirms"
439,0,0,0,France,0,of sexual abuse by Catholic priests in France over last,"216,000 people have been victims of sexual abuse by Catholic priests in France over last 70 years, major inquiry reveals"
440,0,0,0,0,0,"Retail tycoons , foreign royals and super-rich Russians - BBC","Retail tycoons, foreign royals and super-rich Russians - BBC investigation uncovers secret owners of £4bn of British property"
441,0,0,0,0,0,coming back online ' after six-hour outage - Facebook .,"Social media platforms Facebook, WhatsApp and Instagram 'coming back online' after six-hour outage - Facebook"
442,0,0,0,Whatsapp,0,by worldwide outage .,"Social media services Facebook, Whatsapp and Instagram hit by worldwide outage"
443,0,0,0,Europe,0,"'s biggest corruption scandals , BBC investigation discovers .","Conservative Party donor Mohamed Amersi, who contributed to UK PM Boris Johnson's leadership campaign, involved in one of Europe's biggest corruption scandals, BBC investigation discovers"
444,Fumio Kishida,"has formally been announced as Japan 's , a week",0,Japan,he,has formally been announced as Japan 's new prime minister,"Fumio Kishida has formally been announced as Japan's new prime minister, a week after he won the race to lead the ruling party"
445,0,0,0,London,Cherie,Former UK Prime Minister Tony Blair and his wife Cherie,"Former UK Prime Minister Tony Blair and his wife Cherie saved £312,000 in stamp duty when buying a £6.45m London townhouse by buying an offshore company which owned the house, leaked documents from the Pandora Papers show"
446,world leaders and the super-rich,are secretly buying up luxury property,0,0,0,"Massive data leak , the Pandora Papers , exposes how","Massive data leak, the Pandora Papers, exposes how world leaders and the super-rich are secretly buying up luxury property to hide their wealth"
447,0,0,0,South East,0,""" virtually over "" in Scotland , northern England ,","Petrol problems ""virtually over"" in Scotland, northern England, and the Midlands - but issues persist in the South East, say retailers"
448,0,0,0,0,0,handed whole-life sentence .,Met Police officer who murdered Sarah Everard after kidnapping and raping her under the guise of an arrest has been handed whole-life sentence
449,0,0,0,0,0,""" false arrest "" before murdering her , court told","Ex-Met Police officer Wayne Couzens handcuffed Sarah Everard and snatched her in a ""false arrest"" before murdering her, court told"
450,0,0,0,Liverpool and England,0,Former Liverpool and England World Cup-winning striker Roger Hunt dies,"Former Liverpool and England World Cup-winning striker Roger Hunt dies aged 83, the Premier League club announces"
451,Allred,have pursued ... Mr Kelly,0,0,0,"the worst , a dangerous sexual predator "" .","Gloria Allred, an attorney who represented three of R. Kelly's victims, says ""of all the predators that I have pursued... Mr Kelly is the worst, a dangerous sexual predator"""
452,0,0,0,London,0,"of primary school teacher Sabina Nessa , who was killed","Man charged with murder of primary school teacher Sabina Nessa, who was killed in south-east London"
453,0,0,0,0,0,found guilty on all counts in sex trafficking trial .,"After decades of abuse allegations, singer R. Kelly found guilty on all counts in sex trafficking trial"
454,0,0,0,0,Police,is significant development .,Police investigating the death of Sabina Nessa arrest a 38-year-old man on suspicion of murder in what they say is significant development
455,0,0,0,US,0,Top Huawei executive flies home to China after being freed,Top Huawei executive flies home to China after being freed from house arrest in Canada in a deal with US prosecutors
456,0,0,0,US,0,"to free top Huawei executive detained in Canada , in","US drops extradition request and agrees deal to free top Huawei executive detained in Canada, in case that sparked major row with China"
457,0,0,0,London,0,"in south-east London , police say .","38-year-old man arrested on suspicion of the murder of Sabina Nessa in south-east London, police say"
458,0,0,0,Afghanistan,civilian deaths,of civilian deaths linked to British armed forces in Afghanistan,"Compensation payments for hundreds of civilian deaths linked to British armed forces in Afghanistan revealed, with lowest £104.17"
459,0,0,0,UK,Office for National Statistics,men in the UK falls for the,"Life expectancy for men in the UK falls for the first time in 40 years, Office for National Statistics estimates show

The Covid-19 pandemic has seen life expectancy fall across most of Europe and the US in 2020"
460,0,0,0,"Derbyshire , UK",0,0,"Man charged with the murders of three children and a woman in Derbyshire, UK"
461,Petito,was murdered - FBI,0,US,0,US national park is that of missing travel blogger Gabby,Body found in US national park is that of missing travel blogger Gabby Petito and coroner believes she was murdered - FBI
462,0,0,0,US,0,"A decisive decade for our world "" - Joe Biden","""A decisive decade for our world"" - Joe Biden pledges to work with allies in first speech to UN General Assembly as US president"
463,0,0,0,Salisbury,0,on former double agent Sergei Skripal and his daughter Yulia,"Third Russian accused by UK police of involvement in 2018 attack on former double agent Sergei Skripal and his daughter Yulia in Salisbury, which left three people critically ill and one dead"
464,0,0,0,Russia,0,"Russia responsible for killing Alexander Litvinenko , a former Russian","Russia responsible for killing Alexander Litvinenko, a former Russian spy who died of polonium poisoning in 2006 in London, European Court of Human Rights finds"
465,Trudeau,failed to make the gains,0,Canada,Canada 's Justin Trudeau,""" brighter days ahead "" after projected win in election","Canada's Justin Trudeau says ""brighter days ahead"" after projected win in election, but he failed to make the gains he hoped for

Follow live coverage"
466,0,0,0,UK,0,0,UK's defence secretary orders investigation into data breach involving the details of dozens of Afghan interpreters
467,0,0,0,US,0,US relaxing Covid travel restrictions for fully vaccinated passengers from,"US relaxing Covid travel restrictions for fully vaccinated passengers from UK and EU, ending an 18-month ban"
468,0,0,0,US,0,follow live updates .,US expected to relax travel ban for passengers from UK and EU from November – follow live updates
469,0,0,0,0,0,", best known for playing Boycie in British TV comedy","John Challis, best known for playing Boycie in British TV comedy Only Fools and Horses, has died aged 79"
470,France,recalls ambassadors from US,0,US and Australia,it,"of new security pact it describes as "" a stab","France recalls ambassadors from US and Australia in wake of new security pact it describes as ""a stab in the back"""
471,US,admits drone strike,0,US,0,before military pullout killed 10 innocent people - official tells,US admits drone strike in Kabul just before military pullout killed 10 innocent people - official tells BBC's US partner CBS News
472,0,0,0,0,0,no longer necessary for fully vaccinated travellers in English travel,Amber list scrapped and PCR tests no longer necessary for fully vaccinated travellers in English travel overhaul
473,0,0,0,Londonderry,0,shot dead in Londonderry in 2019 .,"Two men charged with murder of Belfast journalist Lyra McKee, who was shot dead in Londonderry in 2019"
474,0,0,0,UK,0,"becomes new UK foreign secretary , replacing Dominic Raab .","Liz Truss becomes new UK foreign secretary, replacing Dominic Raab"
475,0,0,0,UK,0,"during pandemic , loses job as UK education secretary .","Gavin Williamson, criticised for his handling of disruption to schools and exams during pandemic, loses job as UK education secretary"
476,0,0,0,UK,0,and younger adults with health conditions recommended by UK government,Booster Covid jabs for over 50s and younger adults with health conditions recommended by UK government vaccine advisers
477,BBC analysis,finds Climate change,0,0,BBC analysis,"sees twice as many days with temperatures over 50C ,","The world now sees twice as many days with temperatures over 50C, BBC analysis finds

Climate change presents an increasing challenge for how we live"
478,0,0,0,UK,0,’s chief medical officers recommend .,"All 12 to 15-year-olds should be offered one dose of Pfizer coronavirus vaccine, UK’s chief medical officers recommend"
479,0,0,0,Russia,Russia ’s Daniil Medvedev,"Open final , ending the Serb ’s dream of a","Russia’s Daniil Medvedev beats Novak Djokovic in the US Open final, ending the Serb’s dream of a calendar Grand Slam"
480,0,0,0,England,0,and large events in England will not be going ahead,"Vaccine passport scheme for nightclubs and large events in England will not be going ahead, Health Secretary Sajid Javid tells BBC"
481,0,0,0,0,0,first British woman to secure a Grand Slam singles victory,Qualifier Emma Raducanu wins US Open title - first British woman to secure a Grand Slam singles victory in 44 years
482,0,0,0,US,first plane,will shortly begin US 9/11 commemorations .,"Twenty years after first plane hit World Trade Center in New York, a minute's silence will shortly begin US 9/11 commemorations"
483,Lawyers,have successfully served him,0,0,0,"of sexual abuse , claim they have successfully served him","Lawyers for Virginia Giuffre, who has accused Prince Andrew of sexual abuse, claim they have successfully served him with legal papers"
484,0,0,0,UK,0,"is likely to have "" emboldened "" so-called lone wolf","The fall of Afghanistan to the Taliban is likely to have ""emboldened"" so-called lone wolf terrorists in the UK, director general of MI5 warns"
485,England 's final cricket Test match against India at Old Trafford,cancelled after a number,0,England,0,'s final cricket Test match against India at Old Trafford,England's final cricket Test match against India at Old Trafford cancelled after a number of India's staff test positive for Covid-19
486,0,0,0,Greece,Emma Raducanu,first British woman to reach a Grand Slam singles final,"Emma Raducanu becomes first British woman to reach a Grand Slam singles final in 44 years, with straight-set win over Greece’s Maria Sakkari at US Open"
487,0,0,0,UK,0,and social care .,MPs vote by 319 to 248 to increase taxes across UK from next year to help pay for NHS and social care
488,0,0,0,0,0,in straight sets .,"In her first US Open, British teenager Emma Raducanu reaches semi-finals - beating Olympic champion Belinda Bencic in straight sets"
489,0,0,0,England,workers,and social care in England .,"UK National Insurance rate for workers to rise by 1.25 Percent, as part of Prime Minister Boris Johnson's plans to fund health and social care in England"
490,0,0,0,0,0,"Girls Aloud singer Sarah Harding , 39 , who had","Girls Aloud singer Sarah Harding, 39, who had breast cancer, has died, her mother says"
491,0,0,0,UK,0,vaccine advisory body refuses to approve vaccinating healthy children aged,UK's vaccine advisory body refuses to approve vaccinating healthy children aged 12-15 years old on health grounds alone
492,0,0,0,New Zealand,New Zealand Prime Minister Jacinda Ardern,""" terrorist attack "" by a Sri Lankan national who","New Zealand Prime Minister Jacinda Ardern has described the event as a ""terrorist attack"" by a Sri Lankan national who was under surveillance"
493,0,0,0,Auckland,0,shoot dead man after he entered an Auckland supermarket and,"Police in New Zealand shoot dead man after he entered an Auckland supermarket and stabbed multiple people, with at least six reported injured"
494,0,0,0,0,0,"release new music , 40 years after they split .","Pop legends Abba to release new music, 40 years after they split"
495,0,0,0,Great Britain,Sarah Storey,become Great Britain 's most successful Paralympian of all time,Sarah Storey wins 17th Paralympic gold to become Great Britain's most successful Paralympian of all time
496,0,0,0,0,0,"Double child killer Colin Pitchfork released from prison , UK","Double child killer Colin Pitchfork released from prison, UK Ministry of Justice confirms"
497,0,0,0,UK,0,from Good Morning Britain .,"UK media regulator Ofcom clears Piers Morgan over comments about Meghan, Duchess of Sussex that led to his departure from Good Morning Britain"
498,0,0,0,0,0,Gargantuan black hole at the centre of our galaxy pictured,Gargantuan black hole at the centre of our galaxy pictured for very first time
499,Damehood,revealed she,0,0,she,receiving end-of-life care for her bowel cancer .,"Damehood given to BBC podcast host Deborah James, days after she revealed she is receiving end-of-life care for her bowel cancer"
500,0,0,0,0,Russian soldiers,Russian soldiers caught on camera shooting unarmed Ukrainian civilians in,Russian soldiers caught on camera shooting unarmed Ukrainian civilians in the back in footage seen by the BBC
501,0,0,0,"Downing Street , London",0,over Covid lockdown rule breaking in and around Downing Street,"Another 50 fines to be issued over Covid lockdown rule breaking in and around Downing Street, London police say"
502,Nato,announce,0,Russia,Finland,Russia 's invasion of Ukraine,"Finland must apply for Nato membership without delay, its leaders announce, after Russia's invasion of Ukraine"
503,0,0,0,UK and Sweden,UK and Sweden,"sign mutual security deal , pledging support if either country","UK and Sweden sign mutual security deal, pledging support if either country comes under attack"
504,Queen,pulls out of reading the Queen 's,0,Buckingham Palace,Queen,0,"Queen pulls out of reading the Queen's Speech at this year's State Opening of Parliament, Buckingham Palace announces"
505,Starmer,'ll quit if given Covid fine,0,UK,0,0,UK opposition leader Labour's Keir Starmer says he'll quit if given Covid fine by police
506,Sri Lanka 's Prime Minister Mahinda Rajapaksa,resigns amid mass protests,0,Sri Lanka,0,'s worst economic crisis since independence .,Sri Lanka's Prime Minister Mahinda Rajapaksa resigns amid mass protests over the country's worst economic crisis since independence
507,Russia 's President Vladimir Putin,apologised after his foreign minister,0,Russia,Russia 's President Vladimir Putin,his foreign minister said that Nazi leader Adolf Hitler had,"Russia's President Vladimir Putin apologised after his foreign minister said that Nazi leader Adolf Hitler had ""Jewish blood"", Israel says"
508,Ukrainian President Zelensky,tells UN,0,0,0,Ukrainian President Zelensky tells UN that Russian soldiers killed and,"Ukrainian President Zelensky tells UN that Russian soldiers killed and tortured ""just for pleasure"" as he calls on world to act"
509,0,0,0,0,0,’s true death toll from Covid pandemic is nearly 15,"World’s true death toll from Covid pandemic is nearly 15 million, three times the official figure, says World Health Organization"
510,0,0,0,England,0,"their highest level since 2009 , as Bank of England","UK interest rates raised from 0.75 Percent to 1 Percent, their highest level since 2009, as Bank of England tries to tackle cost of living"
511,0,0,0,Northern Ireland,Sinn Féin,Historic election result in Northern Ireland as Sinn Féin wins,"Historic election result in Northern Ireland as Sinn Féin wins most assembly seats for first time, pushing DUP into second place"
512,0,0,0,0,The SNP,as biggest party in Scottish council elections - with Labour,The SNP finishes as biggest party in Scottish council elections - with Labour in second after the Conservatives suffer big losses
513,0,0,0,Buckingham Palace,Prince Harry and Andrew,Queen 's Platinum Jubilee celebrations,Prince Harry and Andrew will not join other royals on Buckingham Palace balcony for Queen's Platinum Jubilee celebrations
514,0,0,0,UK,0,0,UK opposition leader Labour's Keir Starmer investigated by police over alleged Covid breach last year
515,0,0,0,0,0,convenience store McColl 's collapses into administration,"More than 16,000 jobs at risk as convenience store McColl's collapses into administration"
516,"Dennis Waterman , star of TV shows Minder , The Sweeney and New Tricks ,","has died aged 74 , his family",0,0,0,"died aged 74 , his family says .","Dennis Waterman, star of TV shows Minder, The Sweeney and New Tricks, has died aged 74, his family says"
517,0,0,0,0,0,"the next Dr Who , the BBC announces .","Sex Education star Ncuti Gatwa will take over from Jodie Whittaker as the next Dr Who, the BBC announces"
518,0,0,0,Ukraine,Ukraine,as folk-rap group Kalush Orchestra ride a wave of public,Ukraine wins the Eurovision Song Contest as folk-rap group Kalush Orchestra ride a wave of public support to be crowne
519,0,0,0,Wembley,Liverpool,cup final at Wembley after a deadlocked game went to,Liverpool beat Chelsea in the FA cup final at Wembley after a deadlocked game went to penalties - reaction
520,0,0,0,Kharkiv,Kharkiv 's mayor,that Russian forces have withdrawn far out from Ukraine 's,"""No shelling for days"" - Kharkiv's mayor tells BBC that Russian forces have withdrawn far out from Ukraine's second city

Follow live updates"
