,who,what,where,when,why,how,text
3801,Oxford University,to build vaccines hub,0,0,0,0,Oxford University to build vaccines hub with £50m donation
3802,India court,gives split,0,0,0,on marital rape .,India court gives split verdict on marital rape
3803,California,to enforce gender neutral toy aisles,0,0,0,gender neutral toy aisles in large stores .,California to enforce gender neutral toy aisles in large stores
3804,it,do the things,0,0,Russia,so much it cant do the things it has done,"US wants to see Russia weakened so much it cant do the things it has done in invading Ukraine
 
Follow the latest"
3805,0,0,0,0,0,"may never be known , US intelligence agencies say .","Covid-19 origins may never be known, US intelligence agencies say"
3806,WhatsApp,fined € 225m,0,0,WhatsApp,breaching privacy regulations,WhatsApp fined €225m (£193m) by Irelands data watchdog for breaching privacy regulations
3807,R. Kellys victims,described their ordeals,0,0,R. Kellys victims,0,How R. Kellys victims described their ordeals
3808,0,0,0,0,0,eating poisonous turtle meat .,Seven die in Zanzibar after eating poisonous turtle meat
3809,0,0,0,0,man,man stabbed to death in Cork,Cork: Arrest after man stabbed to death in Cork
3810,Shell,defends difficult decision,0,0,0,defends difficult decision to buy Russian crude oil .,Shell defends difficult decision to buy Russian crude oil
3811,super-sized heat pumps,make gas boilers,0,0,super-sized heat pumps,Could super-sized heat pumps make gas boilers extinct ?,Could super-sized heat pumps make gas boilers extinct?
3812,0,0,0,0,0,UKs new nurses and midwives come from abroad .,Half of UKs new nurses and midwives come from abroad
3813,US envoy to Afghanistan,steps down after withdrawal,0,0,0,withdrawal,US envoy to Afghanistan steps down after withdrawal
3814,0,0,0,0,0,and international fraudster .,Hushpuppi - the Instagram influencer and international fraudster
3815,Sackler family,to pay $ 6bn,0,0,0,US opioid crisis .,Sackler family to pay $6bn for role in US opioid crisis
3816,Zara founder ’s daughter,becomes retail groups chairwoman,0,0,0,becomes retail groups chairwoman .,Zara founder’s daughter becomes retail groups chairwoman
3817,"Russia attacks Nato territory , Nato",will act,0,0,Julianne Smith,0,"Should [Russia] take Nato territory, all allies will come to the defence of that ally

US ambassador to nato Julianne Smith says if Russia attacks Nato territory, Nato will act"
3818,Israel,to accept them,0,0,0,Jews,The Nigerians who want Israel to accept them as Jews
3819,0,0,0,0,0,the nuclear risks with Ukraine conflict ?,What are the nuclear risks with Ukraine conflict?
3820,Nine - year - old boy,dies 10 days at Travis Scott festival,0,0,0,crush at Travis Scott festival,Nine-year-old boy dies 10 days after crush at Travis Scott festival
3821,Chinese New Year 2022 : Year of the Tiger,explained,0,0,0,Chinese New Year 2022 : Year of the Tiger explained,Chinese New Year 2022: Year of the Tiger explained
3822,0,0,0,0,Covid therapy derived from llama blood,Covid therapy derived from llama blood shows significant potential in,Covid therapy derived from llama blood shows significant potential in early trials
3823,Ukraine,provides more than half,0,0,This war,goes far beyond Ukraine ... a sword of Damocles hangs,"This war goes far beyond Ukraine... a sword of Damocles hangs over the global economy, especially in the developing world

UN Secretary General Antonio Guterres says Ukraine alone provides more than half of the World Food Programmes wheat supply"
3824,Africas week in pictures,:,0,October 2021,0,0,Africas week in pictures: 15-21 October 2021
3825,US and Iran,seek to break impasse,0,0,0,reviving nuclear deal .,US and Iran seek to break impasse at talks on reviving nuclear deal
3826,0,0,0,0,Migrants,at Polish border under new law .,Migrants face expulsion at Polish border under new law
3827,The New York rabbi,evacuating desperate Afghans,0,0,0,evacuating desperate Afghans .,The New York rabbi evacuating desperate Afghans
3828,0,0,0,0,0,0,"Leaders need to listen to the planet, say activists at the COP26 climate conference"
3829,Rittenhouse,has nothing to do with race,0,0,"Kyle Rittenhouse , teenager who was cleared of murder during racial unrest in US ,","during racial unrest in US , says his case has","Kyle Rittenhouse, teenager who was cleared of murder during racial unrest in US, says his case has nothing to do with race"
3830,0,0,0,march,Demonstrators,0,Abortion rights march: Demonstrators gather outside US Supreme Court building
3831,Tesla share price,falls after Elon Musks Twitter,0,0,0,0,Tesla share price falls after Elon Musks Twitter poll
3832,Netflix subscriptions,bounce back,0,0,0,bounce back .,Squid Game helps Netflix subscriptions bounce back
3833,Africas week in pictures,:,0,September 2021,0,0,Africas week in pictures: 24-30 September 2021
3834,Australia,defends role in security pact,0,0,Australia,amid French condemnation .,Australia defends role in security pact amid French condemnation
3835,Retired senior garda,"faces € 13,000 cannabis charge",0,0,Retired senior garda,"Retired senior garda faces € 13,000 cannabis charge at Dublin","Retired senior garda faces €13,000 cannabis charge at Dublin court"
3836,Delhi air,turns toxic after Diwali fireworks,Diwali,0,0,turns toxic after Diwali fireworks .,Delhi air turns toxic after Diwali fireworks
3837,0,0,0,0,0,New volcanic eruptions on La Palma .,New volcanic eruptions on La Palma
3838,0,0,0,0,0,0,What a breakfast murder in India says about attitudes to wife beating
3839,This tweet,replaces an earlier tweet,0,0,0,"an earlier tweet , updating a headline .","This tweet replaces an earlier tweet, updating a headline"
3840,0,0,0,0,0,this dramatic video of two teens sliding to safety from,Watch this dramatic video of two teens sliding to safety from fourth floor New York flat fire
3841,US Olympian Sunisa Lee pepper,sprayed in racist attack,0,0,0,in racist attack .,US Olympian Sunisa Lee pepper sprayed in racist attack
3842,0,0,0,0,State of emergency,across multiple US states due to deadly Hurricane Ida .,State of emergency declared across multiple US states due to deadly Hurricane Ida
3843,Harry,warned Twitter boss,Capitol,0,he,boss ahead of Capitol riot .,Prince Harry says he warned Twitter boss ahead of Capitol riot
3844,Saudi Arabia,allows free thinkers,0,0,0,allows free thinkers to talk to students .,Saudi Arabia allows free thinkers to talk to students
3845,0,0,0,0,0,world fair opens .,Dubai Expo 2020: Coronavirus-delayed world fair opens
3846,Africas week in pictures,:,0,January 2022,0,0,Africas week in pictures: 7-13 January 2022
3847,Macys,tries to stop Amazon,0,0,0,using famous New York billboard .,Macys tries to stop Amazon using famous New York billboard
3848,Germany,to place tighter curbs,0,0,Germany,place tighter curbs on unvaccinated .,Germany to place tighter curbs on unvaccinated
3849,Rival Sudan protesters,take to streets,0,0,0,Rival Sudan protesters take to streets of Khartoum .,Rival Sudan protesters take to streets of Khartoum
3850,Marina Litvinenko,:,0,0,0,0,Marina Litvinenko: Why do people have to die in war?
3851,Balmain designer,reveals fireplace explosion injuries,0,0,Balmain designer,0,Olivier Rousteing: Balmain designer reveals fireplace explosion injuries
3852,Village head and family,killed by Russia,0,0,0,", Ukrainian officials say .","Village head and family killed by Russia, Ukrainian officials say"
3853,Credit Suisse,closed his foundations,0,0,0,Chinese dissident Ai Weiwei says Credit Suisse closed his foundations,Chinese dissident Ai Weiwei says Credit Suisse closed his foundations bank account in Switzerland over his criminal record in China
3854,0,0,0,0,0,Brazils indigenous communities fear mining threat over war in Ukraine,Brazils indigenous communities fear mining threat over war in Ukraine
3855,0,0,City,0,0,the dead women protest in Mexico City .,Day of the dead women protest in Mexico City
3856,the annual Republic Day parade,means to India,0,0,0,the annual Republic Day parade means to India .,What the annual Republic Day parade means to India
3857,0,0,0,0,captors,"used sadistic torture methods , court hears .","IS captors used sadistic torture methods, court hears"
3858,Messi,wins record seventh Ballon dOr,0,0,Messi,0,Messi wins record seventh Ballon dOr
3859,Scholz - Germanys coalition government that has swept away 16 years of Angela Merkel,.,0,0,0,swept away 16 years of Angela Merkel .,Meet Team Scholz - Germanys coalition government that has swept away 16 years of Angela Merkel
3860,0,0,0,0,0,US federal prisons in lockdown after deadly gang fight .,US federal prisons in lockdown after deadly gang fight
3861,the Chinese mother,backing bigger families,0,0,0,the Chinese mother backing bigger families .,Meet the Chinese mother backing bigger families
3862,Elon Musk,loses bid,0,0,0,0,Elon Musk loses bid to end Tesla tweets oversight deal
3863,Hollywood union workers,vote to authorise strike,0,0,0,0,Hollywood union workers vote to authorise strike
3864,Indias,crumbling health system,0,0,0,0,Can tech help revive Indias crumbling health system?
3865,I,saw tortured and executed civilians,0,0,0,says heavyweight boxer Wladimir Klitschko .,"I saw tortured and executed civilians in Bucha, says heavyweight boxer Wladimir Klitschko"
3866,Russia,answers resistance with big guns and sieges,0,0,Russia,with big guns and sieges .,"Russia answers resistance with big guns and sieges. Ukrainians pray that will not happen to them, @BowenBBC writes"
3867,0,0,0,0,0,0,How Polands business community is helping Ukrainians
3868,0,0,0,0,Users,after new coronavirus measures announced for England .,Users reported issues with NHS Covid Pass after new coronavirus measures announced for England
3869,Waukesha Police Chief,chokes up while naming Christmas parade incident victims,0,Christmas,0,0,Wisconsin: Waukesha Police Chief chokes up while naming Christmas parade incident victims
3870,0,0,0,0,0,use retired staff to cut backlog .,Hospitals urged to use retired staff to cut backlog
3871,El Salvador court rules presidents,can serve two consecutive terms,0,0,0,two consecutive terms .,El Salvador court rules presidents can serve two consecutive terms
3872,US and Taliban,hold first face - to - face talks,0,0,0,withdrawal,Afghanistan: US and Taliban hold first face-to-face talks since withdrawal
3873,Virat Kohli,to step down as India Twenty20 captain,0,0,0,India Twenty20 captain after,Virat Kohli to step down as India Twenty20 captain after T20 World Cup
3874,0,0,0,0,Babies,from cold in storm - hit camps in north -,Babies die from cold in storm-hit camps in north-western Syria
3875,0,0,0,0,0,died aged 63 .,"Tributes paid to WWE star Razor Ramon, who has died aged 63"
3876,K - pop : BTS agency Hybe,grows profits by 31 percent,0,0,0,0,K-pop: BTS agency Hybe grows profits by 31 percent
3877,Mark Zuckerberg,reveals AI projects,0,0,Mark Zuckerberg,0,Mark Zuckerberg reveals AI projects to power Metaverse
3878,Depp and Heard,"engaged in mutual abuse , says therapist",0,0,Depp and Heard,"in mutual abuse , says therapist .","Depp and Heard engaged in mutual abuse, says therapist"
3879,India bourse head,was a puppet,0,0,0,"India bourse head was a puppet of unnamed yogi ,","India bourse head was a puppet of unnamed yogi, regulators say"
3880,0,0,0,last week,0,were actually killed by a sharp object .,Police in Norway say five people who died in attack last week by man carrying bow and arrows were actually killed by a sharp object
3881,Afghanistan,:,0,0,0,What humanitarian aid is getting in ?,Afghanistan: What humanitarian aid is getting in?
3882,0,0,0,0,0,Halo Infinite given early multiplayer launch for 20th anniversary .,Halo Infinite given early multiplayer launch for 20th anniversary
3883,0,0,0,0,0,presumed dead after Colorado wildfires .,Three people reported missing and presumed dead after Colorado wildfires
3884,the worlds largest virtual fashion show,?,0,0,0,worlds largest virtual fashion show ?,Is this the worlds largest virtual fashion show?
3885,Central Asia blackout,leaves millions without power,0,0,Central Asia blackout,0,Central Asia blackout leaves millions without power
3886,0,0,Hawkeye,0,0,0,Hawkeye: A Marvel TV show about a superhero with imposter syndrome
3887,US man,charged with selling gun,0,0,0,0,US man charged with selling gun used in Texas synagogue siege
3888,0,0,0,0,0,"were valid , Serbian officials say .","Djokovic Covid tests were valid, Serbian officials say"
3889,At least six people,killed and 32 others,0,0,At least six people,At least six people killed and 32 others injured by,At least six people killed and 32 others injured by gunfire during a protest in Beirut against the judge investigating last years huge blast
3890,0,0,0,0,scientists,0,What did scientists make of COP26?
3891,Nazi Stutthof camp secretary,flees as German trial starts,Stutthof,0,0,as German trial starts .,Nazi Stutthof camp secretary flees as German trial starts
3892,Australia,faces new emergency,Queensland,0,Australia,faces new emergency .,Queensland floods: Residents evacuate as Australia faces new emergency
3893,Wisconsin off - duty officer,appears to kneel on girls neck,0,0,0,- duty officer appears to kneel on girls neck .,Wisconsin off-duty officer appears to kneel on girls neck
3894,0,0,0,0,0,Big spender or loan shark ?,China: Big spender or loan shark?
3895,World Bank,approves $ 723m financial package,0,0,0,723m financial package for Ukraine .,World Bank approves $723m financial package for Ukraine
3896,0,0,0,0,0,Intense rain and record - breaking floods have hit eastern,"Intense rain and record-breaking floods have hit eastern Australia, killing at least eight people"
3897,0,0,0,0,0,At least 19 people killed in armed attack in western,At least 19 people killed in armed attack in western Mexico
3898,0,0,0,0,0,blaze guts office building in India capital Delhi,Dozens die as blaze guts office building in India capital Delhi
3899,Presidents residence gutted as Kazakhstan clashes,continue,0,0,0,Kazakhstan clashes continue,Presidents residence gutted as Kazakhstan clashes continue
3900,Czech singer Hana Horka,dies after catching Covid,0,0,0,Czech singer Hana Horka dies after catching Covid intentionally .,Czech singer Hana Horka dies after catching Covid intentionally
3901,0,0,0,0,There,for richer countries to do more to fund the fight,There are calls at the COP26 climate conference for richer countries to do more to fund the fight against climate change
3902,0,0,0,0,0,using WhatsApp,Chinas detention camps: Held in chains for using WhatsApp
3903,0,0,0,0,0,be Russian in north - eastern Ukraine .,Crowd surround car believed to be Russian in north-eastern Ukraine
3904,0,0,0,0,How anti-social behaviour,How anti-social behaviour can devastate lives .,How anti-social behaviour can devastate lives
3905,A Russian woman,considers leaving her country,0,0,0,A Russian woman considers leaving her country behind .,A Russian woman considers leaving her country behind
3906,0,0,0,0,0,died aged 65 .,"Tributes paid to US actor and comedian Bob Saget, who has died aged 65"
3907,0,0,0,0,0,embrace renewable energy from the sun ?,Can South Africa embrace renewable energy from the sun?
3908,Eight - year - olds handwritten novel,takes Idaho town,0,0,Eight - year - olds handwritten novel,olds handwritten novel takes Idaho town by storm .,Eight-year-olds handwritten novel takes Idaho town by storm
3909,New York,allows revellers at New Years Eve celebrations,0,0,0,0,New York allows revellers at New Years Eve celebrations
3910,Chinas Xi Jinping,looks to be pursuing a road,0,0,0,road back to socialism .,Why Chinas Xi Jinping looks to be pursuing a road back to socialism
3911,0,0,0,0,0,a new problem for Facebook - employee discontent .,Leaked documents appear to present a new problem for Facebook - employee discontent
3912,Hong Kong orders,compulsory Covid tests,0,0,0,orders compulsory Covid tests for all its citizens .,Hong Kong orders compulsory Covid tests for all its citizens
3913,the semiconductor shortage,could be a problem,0,0,0,you,How the semiconductor shortage could be a problem for you
3914,0,0,0,0,0,Top Chinese live - streamer fined $ 210m for tax,Top Chinese live-streamer fined $210m for tax evasion
3915,Military,has seized power,0,0,it,0,Military in Burkina Faso says it has seized power in a coup
3916,Sri Lankan protesters,take to the streets as the country,0,0,Sri Lankan protesters,Sri Lankan protesters take to the streets as the country,Sri Lankan protesters take to the streets as the country faces economic crisis
3917,Guernsey,to relax Covid measures,Guernsey,0,Guernsey,0,Guernsey to relax Covid measures in schools
3918,0,0,0,0,0,identify scientific curiosities of the past .,Appeal to identify scientific curiosities of the past
3919,US comic Louie Anderson,dies aged 68,0,0,0,US comic Louie Anderson dies aged 68 .,US comic Louie Anderson dies aged 68
3920,Orla Guerin,reports from the Ukrainian capital For the latest,0,0,0,"Nowhere feels safe in Kyiv ’ , Orla Guerin reports","Nowhere feels safe in Kyiv’, Orla Guerin reports from the Ukrainian capital

For the latest follow our live page"
3921,Video,claims to show tennis player,0,0,0,0,Peng Shuai: Video claims to show tennis player at tournament
3922,Wildlife officer who helped free elk with a tyre around its neck,speaks to the BBC,0,0,0,helped free elk with a tyre around its neck speaks,Wildlife officer who helped free elk with a tyre around its neck speaks to the BBC
3923,US President Biden,reiterates that US forces,0,0,US President Biden,our live page .,"US President Biden reiterates that US forces are not, and will not be engaged in the conflict with Russia in Ukraine

Follow our live page"
3924,Huawei boss Meng Wanzhou grateful after US fraud charges,dropped,0,0,0,Wanzhou grateful after US fraud charges dropped .,Huawei boss Meng Wanzhou grateful after US fraud charges dropped
3925,Libyas foreign minister Najla El - Mangoush,suspended and grounded,0,0,0,Libyas foreign minister Najla El - Mangoush suspended and grounded,Libyas foreign minister Najla El-Mangoush suspended and grounded
3926,Will Smith,stole headlines,0,0,0,for best actress ?,"Will Smith stole headlines but who won Oscar for best actress? 

Take our timed quiz to find out"
3927,that,could revolutionise physics,0,0,0,Large hadron collider undergoes revamp that could revolutionise physics .,Large hadron collider undergoes revamp that could revolutionise physics
3928,Nigeria police bulldoze,4 million bottles,0,0,0,0,Nigeria police bulldoze 4 million bottles of beer
3929,Chinas bitcoin miners,are moving to Texas,0,0,0,0,Why Chinas bitcoin miners are moving to Texas
3930,Carlos Alcaraz,stuns third seed Stefanos Tsitsipas,0,0,0,Spanish teenager Carlos Alcaraz stuns third seed Stefanos Tsitsipas,US Open: Spanish teenager Carlos Alcaraz stuns third seed Stefanos Tsitsipas
3931,Kim Kardashian,sued in crypto pump,0,0,Kim Kardashian,0,Kim Kardashian sued in crypto pump and dump case
3932,0,0,0,0,0,the unvaccinated .,The country locking down the unvaccinated
3933,Camilla,makes her first public trip,0,0,Camilla,first public trip since Consort title revealed .,Future Queen Camilla makes her first public trip since Consort title revealed
3934,London,hitman,0,0,0,kill Pakistani activist in Netherlands .,London hitman on trial over plot to kill Pakistani activist in Netherlands
3935,The huge tower of human skulls,unearthed in Mexico City,City,0,0,The huge tower of human skulls unearthed in Mexico City,The huge tower of human skulls unearthed in Mexico City
3936,Alexander Monsons,death,0,0,0,Kenyan policemen guilty over UK aristocrat Alexander Monsons death .,Kenyan policemen guilty over UK aristocrat Alexander Monsons death
3937,Isle of Mans maritime history,explored in UK heritage project,0,0,0,Mans maritime history explored in UK heritage project .,Isle of Mans maritime history explored in UK heritage project
3938,0,0,0,0,0,0,Amazons Alexa returns after morning snooze
3939,0,0,0,0,0,0,Who will win Eurovision?
3940,0,0,0,0,Irish adoptees,Irish adoptees to get right of access to birth certificates,Irish adoptees to get right of access to birth certificates
3941,Google issues,warning to location apps,0,0,0,0,Google issues warning to location-sharing apps
3942,0,0,0,0,0,0,"Who is Andrew Brettler, Prince Andrews Hollywood lawyer?"
3943,Poland,told to pay € 1m,0,0,Poland,in legal row with EU .,Poland told to pay €1m a day in legal row with EU
3944,0,0,0,0,0,a flourishing city in ruins .,Mariupol: The 80 days that left a flourishing city in ruins
3945,Guernsey,marks Holocaust Memorial Day,0,Memorial Day,Guernsey,0,Guernsey marks Holocaust Memorial Day with service
3946,the remnants of a WW2 attack on Australia,.,0,0,0,0,Diving the remnants of a WW2 attack on Australia
3947,90 percent of adults in Republic of Ireland,vaccinated,0,0,0,now fully vaccinated .,90 percent  of adults in Republic of Ireland now fully vaccinated
3948,New Zealand,raises interest rates,0,0,New Zealand,0,New Zealand raises interest rates for first time in seven years
3949,Polands foreign minister,warns of a refugee crisis,Polands,0,Poland [ has ],"] already received up to 700,000 refugees and will continue","Poland [has] already received up to 700,000 refugees and will continue to do so 
Polands foreign minister warns of a refugee crisis on unimaginable scale"
3950,0,0,Mykolaiv,0,0,feared dead after Russia attack on Mykolaiv barracks .,Scores feared dead after Russia attack on Mykolaiv barracks
3951,US science teacher,arrested for vaccinating 17 - year student,0,0,0,vaccinating,US science teacher arrested for vaccinating 17-year-old student
3952,my family,stole a masterpiece portrait,0,0,0,0,Why my family stole a masterpiece portrait
3953,Dontae Sharpe,"walked out of prison , 26 years",0,0,he,"a free man , 26 years after being wrongly convicted","Dontae Sharpe walked out of prison a free man, 26 years after being wrongly convicted

But he has one more battle to fight"
3954,Nasa,selects landing site,0,0,Nasa,Moon rover mission,Nasa selects landing site for Moon rover mission
3955,0,0,0,0,0,with increased support for band since Russia ’s invasion of,"Kalush Orchestra favourites to win Eurovision, with increased support for band since Russia’s invasion of Ukraine"
3956,Macron,reveals plans for joint European mission in Afghanistan,0,0,0,for joint European mission in Afghanistan .,Macron reveals plans for joint European mission in Afghanistan
3957,US boy band,accuse manager of mental and financial abuse,0,0,We,Do nt We accuse manager of mental and financial abuse,US boy band Why Dont We accuse manager of mental and financial abuse
3958,"Tropical cyclone batters Oman and Iran , killing nine",.,0,0,0,"Tropical cyclone batters Oman and Iran , killing nine","Shaheen: Tropical cyclone batters Oman and Iran, killing nine"
3959,Bogota festival crowd,reacts to Foo Fighters drummers,0,0,Bogota festival crowd,0,Taylor Hawkins: Bogota festival crowd reacts to Foo Fighters drummers death
3960,Jersey football tournament,raises money for Ukraine,0,0,0,Ukraine,Jersey football tournament raises money for Ukraine
3961,William Shatners spacecraft partner,dies in plane crash,0,0,William Shatners spacecraft partner,0,William Shatners spacecraft partner dies in plane crash
3962,Community to gather for funeral of murdered teacher,.,0,0,0,funeral of murdered teacher,Ashling Murphy: Community to gather for funeral of murdered teacher
3963,Ed Sheeran,denies Shape of You,0,0,Ed Sheeran,0,Ed Sheeran denies Shape of You copyright claim at High Court trial
3964,Vladimir Putins girlfriend,known for,0,this weeks,0,0,"What is Vladimir Putins girlfriend known for? 

Take this weeks Timed Teaser"
3965,Oscars,could make history,0,0,they,0,Oscars 2022: How they could make history
3966,Miami Dolphins,celebrate seventh straight win,0,0,Miami Dolphins,seventh straight win with victory over New Orleans Saints .,Miami Dolphins celebrate seventh straight win with victory over New Orleans Saints
3967,0,0,0,0,0,"French tycoon , 78 , died peacefully , his","Bernard Tapie: French tycoon, 78, died peacefully, his family said"
3968,Ukraine airspace,closed to civilian flights,0,0,Ukraine airspace,to civilian flights .,Ukraine airspace closed to civilian flights
3969,Northern Ireland museums staff return human,remains to Hawaii,Northern,0,0,0,Northern Ireland museums staff return human remains to Hawaii
3970,Adama Barrow,declared presidential election winner,0,0,0,declared presidential election winner .,Gambia elections: Adama Barrow declared presidential election winner
3971,Russia,warns Sweden and Finland,0,0,0,0,Russia warns Sweden and Finland against Nato membership
3972,0,0,0,0,0,Italian mafia boss caught after Google Maps sighting in Spain,Italian mafia boss caught after Google Maps sighting in Spain
3973,Putin,does not want war,Europe,0,he,Russian President Vladimir Putin says he does not want war,Russian President Vladimir Putin says he does not want war in Europe
3974,0,0,0,0,0,Moroccan court gives 20 - year prison sentences to 11,Moroccan court gives 20-year prison sentences to 11 men found guilty of raping and kidnapping a 17-year-old woman in 2018
3975,0,0,0,0,0,0,Scientists collect La Palma volcano samples
3976,0,0,0,0,0,port explosion protest,Gunfire erupts on Beirut streets after port explosion protest
3977,We,will not bow to Beijing pressure,0,0,We,0,"We will not bow to Beijing pressure, says Taiwan leader"
3978,Bush,condemns Putins invasion,0,0,0,Iraq instead of Ukraine .,Bush condemns Putins invasion of Iraq instead of Ukraine
3979,0,0,0,Christmas,0,0,Jersey Christmas present shoeboxes delivered in Romania
3980,0,0,0,0,0,"slow Russian troops , say Ukraine generals .","Ukraine war: Kyiv terrain will slow Russian troops, say Ukraine generals"
3981,0,0,Sicily,0,The African migrants,The African migrants running a food bank in Sicily .,The African migrants running a food bank in Sicily
3982,Escapologist paralysed after accident during Americas,Got Talent rehearsals,0,0,Escapologist paralysed after accident during Americas,Escapologist paralysed after accident during Americas Got Talent rehearsals .,Escapologist paralysed after accident during Americas Got Talent rehearsals
3983,0,0,0,Christmas,0,0,"Christmas lights and displays created, around the world"
3984,Moffatt,was so lonely I,0,0,0,so lonely I rang Samaritans .,Scarlett Moffatt: I was so lonely I rang Samaritans
3985,0,0,0,0,0,0,Dress embroidery project unifies women around the world
3986,Colombias Para-cycling superhero and his dramatic life story,.,0,0,0,his dramatic life story .,Juan Jose Florian: Colombias Para-cycling superhero and his dramatic life story
3987,"The hours - long outage of Facebook , WhatsApp and Instagram",was a minor inconvenience,0,0,it,"- long outage of Facebook , WhatsApp and Instagram was","The hours-long outage of Facebook, WhatsApp and Instagram was a minor inconvenience for many - but for several influencers it had a huge impact."
3988,US - born Chinese Olympic figure skater Zhu Yi,slammed in China after fall,0,0,0,born Chinese Olympic figure skater Zhu Yi slammed in China,US-born Chinese Olympic figure skater Zhu Yi slammed in China after fall
3989,Shankar,home from India,0,0,0,send lonely African elephant Shankar home from India .,Plea to send lonely African elephant Shankar home from India
3990,0,0,0,0,0,0,How could Elon Musk’s Twitter change?
3991,0,0,0,0,0,is bad for Ukraine .,Why inflation in US is bad for Ukraine
3992,0,0,0,0,0,French ban on plastic packaging for fruit and vegetables begins,French ban on plastic packaging for fruit and vegetables begins
3993,0,0,0,0,0,German football star Jerome Boateng on trial over assault charge,German football star Jerome Boateng on trial over assault charge
3994,Ex-reality TV star Josh Duggar,found guilty of child porn charges,0,0,Ex-reality TV star Josh Duggar,found guilty of child porn charges .,Ex-reality TV star Josh Duggar found guilty of child porn charges
3995,0,0,0,0,0,0,Does 3D-printed plant-based meat pass the taste test?
3996,todays,live coverage of Russias invasion of Ukraine,Dnipro,0,0,the Ukrainian city of Dnipro Follow todays live coverage of,"Fortifications dug to block advance in the Ukrainian city of Dnipro

Follow todays live coverage of Russias invasion of Ukraine here"
3997,Avicii fans,touched by emotional ’ museum,0,0,0,by emotional ’ museum in Stockholm .,Avicii fans touched by emotional’ museum in Stockholm
3998,schools,could glorify violence,0,Halloween,they,0,"No Squid Game Halloween costumes, New York schools say, over fears they could glorify violence"
3999,Father,on unvaccinated sons,0,0,0,on unvaccinated sons heart transplant denial .,Father on unvaccinated sons heart transplant denial
4000,0,0,0,0,Everyone,it wrong on Taliban takeover - UK armed forces chief,Afghanistan: Everyone got it wrong on Taliban takeover - UK armed forces chief
4001,The Russians,leaving their country,0,0,0,Finland,The Russians leaving their country for Finland
4002,0,0,0,0,0,How clean are the UKs rivers and lakes ?,How clean are the UKs rivers and lakes?
4003,Outrage as Senator Lindsey Graham,calls for Putins assassination,0,0,0,Senator Lindsey Graham calls for,Outrage as Senator Lindsey Graham calls for Putins assassination
4004,0,0,0,0,0,an international row .,The PowerPoint that sparked an international row
4005,0,0,0,0,0,0,Sri Lanka crisis: How war heroes became villains
4006,Rebecca Hogue,:,0,0,0,boyfriend killed son,Rebecca Hogue: Mother jailed for 16 months after boyfriend killed son
4007,Trump Organization,selling Washington hotel,0,0,0,"$ 375m , reports say","Trump Organization selling Washington hotel for $375m, reports say"
4008,0,0,0,0,The mountain gorilla who shot to global fame after posing for a relaxed selfie with a ranger has died Here,to global fame after posing for a relaxed selfie with,"The mountain gorilla who shot to global fame after posing for a relaxed selfie with a ranger has died

Here is Ndakasis life in pictures"
4009,Netflix,launches first games,0,0,Netflix,0,Netflix launches first games on smartphones
4010,0,0,0,0,0,The Last Picture Show director Peter Bogdanovich dies aged 82,The Last Picture Show director Peter Bogdanovich dies aged 82
4011,Italys workers,require Covid pass,0,0,Italys workers,require Covid pass .,Strike fears as Italys workers require Covid pass
4012,the whole world,went vegan,0,0,0,the whole world went vegan ?,What would happen if the whole world went vegan?
4013,Canadas prairie provinces,have been hit by extreme drought,0,0,0,by extreme drought .,Canadas prairie provinces have been hit by extreme drought
4014,Ukraine,from Russian invasion,0,0,it,How hard will it be to defend Ukraine from Russian,How hard will it be to defend Ukraine from Russian invasion?
4015,Congress votes to keep US government,"open through December , avoiding a shutdown",0,December,0,0,"Congress votes to keep US government open through December, avoiding a shutdown for now"
4016,Emmanuel Macron,emulate,0,0,you,0,"Which president did Emmanuel Macron emulate? 

Take our timed news quiz to see if you know the answer"
4017,Kentucky tornadoes,destroy 100 year - old - church,0,0,Kentucky tornadoes,- old - church in seconds .,Kentucky tornadoes destroy 100 year-old-church in seconds
4018,Afghanistan twin quakes,kill at least 22,0,0,0,Afghanistan twin quakes kill at least 22 in poorest areas,Afghanistan twin quakes kill at least 22 in poorest areas
4019,Roman Abramovich : New evidence,highlights corrupt deals,0,0,0,Roman Abramovich : New evidence highlights corrupt deals .,Roman Abramovich: New evidence highlights corrupt deals
4020,Barbudas,wish to be republic,Antigua,0,0,0,Royal couple told of Antigua and Barbudas wish to be republic
4021,0,0,0,0,0,by British - Israeli composer .,Queens Platinum Jubilee music released by British-Israeli composer
4022,President Jair Bolsonaro,signs bill,0,0,0,0,Brazils President Jair Bolsonaro signs bill to limit power of tech giants
4023,Celebrations as Melbourne exits,sixth lockdown,0,0,0,Melbourne exits,Celebrations as Melbourne exits sixth lockdown
4024,0,0,0,0,0,"intel still not encouraging , says UK PM Boris Johnson","Russia-Ukraine intel still not encouraging, says UK PM Boris Johnson"
4025,Anti-vaccine vehicle blockade at US - Canada border,crossing unlawful,0,0,0,Anti-vaccine vehicle blockade at US - Canada border crossing unlawful,Anti-vaccine vehicle blockade at US-Canada border crossing unlawful
4026,0,0,0,0,0,0,Climate change: Whats it like living in a place where its 50C?
4027,Former child prodigy Ruth Slenczynska,will release a new album,0,0,0,Former child prodigy Ruth Slenczynska will release a new album,Former child prodigy Ruth Slenczynska will release a new album at the age of 97
