,who,what,where,when,why,how,text
4854,our democracy,is a sham,0,0,Americans,"ca n’t have basic things like childcare , our democracy","If Americans can’t have basic things like childcare, our democracy is a sham | David Sirota and Andrew Perez"
4855,0,0,0,0,0,join last - ditch talks .,Rail strikes: anger as UK government refuses to join last-ditch talks
4856,Chelsea,braced for Kepa Arrizabalaga bids and open to summer exit,0,0,Chelsea,and open to summer exit .,Chelsea braced for Kepa Arrizabalaga bids and open to summer exit
4857,Bridgerton Emmy winner Marc Pilcher,dies of Covid at 53,0,0,0,0,Bridgerton Emmy winner Marc Pilcher dies of Covid at 53
4858,Euphoria,is the house party,0,0,0,wo n’t end .,TV tonight: Euphoria is the house party that just won’t end
4859,0,0,0,0,0,"Pensions triple lock to be suspended next year , government","Pensions triple lock to be suspended next year, government says"
4860,Mrs March by Virginia Feito review – super woman ’s world,unravels,0,March,0,– super woman ’s world unravels .,Mrs March by Virginia Feito review – super woman’s world unravels
4861,0,0,0,0,0,do n’t carry your whole life : how to care,"Nourish it, store it and don’t carry your whole life: how to care for your handbag"
4862,0,0,0,0,0,is still mad fer it .,Parklife festival review – proof that Manchester is still mad fer it
4863,England and Australia,hold positive talks,0,0,England and Australia,tour likely to go ahead as England and Australia hold,Ashes tour likely to go ahead as England and Australia hold positive talks
4864,Boris Johnson,got to No 10 –,0,0,Boris Johnson,Johnson ever got to No 10 – and shaming that,It’s a scandal that Boris Johnson ever got to No 10 – and shaming that he’s still there | Jonathan Freedland
4865,America,is in denial,0,0,America,a fresh Covid wave | Eric Topol .,"Once again, America is in denial about signs of a fresh Covid wave | Eric Topol"
4866,0,0,0,0,Dog breeders,animal welfare offences,"Dog breeders ordered to pay £400,000 for animal welfare offences"
4867,Four children dead and several,injured after bouncy castle,Tasmania,0,Four children dead and several,children dead and several critically injured after bouncy castle blown,"Four children dead and several critically injured after bouncy castle blown 10 metres into the air in Tasmania, Australia"
4868,Europe,to speak out against China ’s,Europe,0,Japan,’s military expansion .,Japan urges Europe to speak out against China’s military expansion
4869,Free Covid tests and self - isolation rules,"must continue , say NHS leaders",0,0,0,Free Covid tests and self - isolation rules must continue,"Free Covid tests and self-isolation rules must continue, say NHS leaders"
4870,Bryony Frost over Robbie Dunne case,.,0,0,0,0,Weighing-room staff boycott Bryony Frost over Robbie Dunne case
4871,John Oliver on big tech,:,0,0,0,on big tech : Ending a monopoly is almost always,John Oliver on big tech: Ending a monopoly is almost always a good thing’
4872,Shell U-turn on Cambo,could mean end,North Sea,0,0,for big North Sea oil projects .,Shell U-turn on Cambo could mean end for big North Sea oil projects
4873,0,0,0,0,0,my faulty Mercedes - Benz ?,"Who should pay £3,500 to fix my faulty Mercedes-Benz?"
4874,0,0,0,0,0,in global climate strike .,People in 99 countries take part in global climate strike
4875,visas,ca n’t find out the decision,0,0,I,ca n’t find out the decision .,"I’m helping Ukrainians to get UK visas, but they can’t find out the decision"
4876,Director of new Bob Marley movie,casts actor with no musical training,0,0,0,of new Bob Marley movie casts actor with no musical,Director of new Bob Marley movie casts actor with no musical training
4877,Power of attorney,does n’t help in tackling predatory,0,0,0,does n’t help in tackling predatory marriage | Letters .,Power of attorney doesn’t help in tackling predatory marriage | Letters
4878,Barr and Trump,exchange blows over book and electoral fraud lie,0,0,Barr and Trump,and electoral fraud lie .,Bull session: Barr and Trump exchange blows over book and electoral fraud lie
4879,0,0,0,0,0,"taken seriously enough , says Kim Leadbeater .","MPs’ safety not being taken seriously enough, says Kim Leadbeater"
4880,Fishing industry still bulldozing ’ seabed in 90 percent of UK marine,protected areas,0,0,0,industry still bulldozing ’ seabed in 90 percent of UK,Fishing industry still bulldozing’ seabed in 90 percent  of UK marine protected areas
4881,Londoners,fight to save Newham City Farm,Newham City,0,Londoners,0,Londoners fight to save Newham City Farm from closure threat
4882,BlackRock,soothes oil industry,0,0,BlackRock,BlackRock privately soothes oil industry fears over its new green,BlackRock privately soothes oil industry fears over its new green credentials
4883,0,0,0,0,0,soiled royal ’ ?,Was Prince Andrew’s role at service a bid to rehabilitate soiled royal’?
4884,Ibrahima Konaté,:,0,0,0,"The final in Paris , my home .","Ibrahima Konaté: The final in Paris, my home. I couldn’t have dreamed it’"
4885,0,0,0,0,you,0,"What face mask should you wear during the Omicron outbreak: N95, KF94, cloth, P2? – video explainer"
4886,Scotland,to lift all restrictions,0,0,Scotland,Covid live : Scotland to lift all restrictions brought in,"Covid live: Scotland to lift all restrictions brought in over Omicron variant; Poland expects 60,000 daily cases by mid-February"
4887,0,0,0,0,Paralympian,Paralympian jailed for plane stunt,Judge issues protest warning as Paralympian jailed for plane stunt
4888,0,0,0,0,0,over far - right anti-Islam rally .,Third night of unrest in Sweden over far-right anti-Islam rally
4889,Phil Howard ’s game recipes,.,0,0,0,0,"Venison loin, rabbit pasta sauce and roast pheasant: Phil Howard’s game recipes"
4890,UK politics,live,0,0,0,public sector pay rises next year could be lower,"UK politics live: public sector pay rises next year could be lower than inflation, minister admits"
4891,The Guardian view on homelessness,do n’t cast everyone,0,0,0,do n’t cast everyone out again | Editorial .,The Guardian view on homelessness: don’t cast everyone out again | Editorial
4892,Cusack,"’m fine without more money , sex or fame ’",0,0,0,"’m fine without more money , sex or fame ’","Niamh Cusack: I’m fine without more money, sex or fame’"
4893,Liz Truss,preparing to tear up Northern Ireland protocol,Northern,0,0,0,Liz Truss preparing to tear up Northern Ireland protocol’
4894,MP,calls for inquiry into failure to find dead woman,0,0,0,find dead woman in London flat .,MP calls for inquiry into failure to find dead woman in London flat
4895,Premier League 2021 - 22 review,:,0,0,0,0,Premier League 2021-22 review: flops of the season
4896,IAEA,investigates,0,0,Russians,0,"Russians fled Chernobyl with radiation sickness, says Ukraine as IAEA investigates"
4897,the arts,goes back at,0,0,Black women,Black women making a mark in the arts goes back,Black women making a mark in the arts goes back at least a generation | Letters
4898,Volodymyr Zelenskiy,calls Mariupol siege,0,0,Volodymyr Zelenskiy,0,Volodymyr Zelenskiy calls Mariupol siege a terror that will be remembered for centuries – video
4899,0,0,0,0,0,men who drove dinghies across Channel,Convictions quashed for men who drove dinghies across Channel
4900,Virgil Abloh ’s final collection for Louis Vuitton,debuts in Paris,0,0,0,’s final collection for Louis Vuitton debuts in Paris .,Virgil Abloh’s final collection for Louis Vuitton debuts in Paris
4901,Bryony Frost pilots Frodon,to win thrilling Down Royal Champion Chase,0,0,0,win thrilling Down Royal Champion Chase .,Bryony Frost pilots Frodon to win thrilling Down Royal Champion Chase
4902,Anderson,hits three - run homer,0,0,Anderson,0,Anderson hits three-run homer after Yankees fans’ Jackie Robinson’ taunts
4903,Covid mandates,leave US trucker protest,0,0,Covid mandates,- like quest ’ : Ukraine attack and easing Covid,Don Quixote-like quest’: Ukraine attack and easing Covid mandates leave US trucker protest on the fringe
4904,Erdoğan,has died,0,0,0,investigate online rumours that Erdoğan has died .,Turkey: police investigate online rumours that Erdoğan has died
4905,1946,.,Europe,0,Moves,0,"Moves to control the movement of refugees in Europe – archive, 1946"
4906,0,0,0,0,0,of sensitive data to nudge ’ behaviour .,Study finds growing government use of sensitive data to nudge’ behaviour
4907,0,0,0,0,0,0,"Tilting menus towards plants cuts meat eating, study shows"
4908,0,0,0,0,0,are big turning point for Labour – video .,Starmer: election results are big turning point for Labour – video
4909,The Card Counter review –,do n’t bet on it,0,0,0,do n’t bet on it .,The Card Counter review – don’t bet on it
4910,A Memoir of Love and Loss by Amy Bloom – a courageous howl,.,0,0,0,a courageous howl .,In Love: A Memoir of Love and Loss by Amy Bloom – a courageous howl
4911,Harrell,faces drug charge,0,0,he,police say he had 3 lbs of marijuana in car,Hornets’ Harrell faces drug charge after police say he had 3lbs of marijuana in car
4912,0,0,0,0,0,0,Bereaved families demand investigation of every UK gambling-linked suicide
4913,Klopp ’s show of pity,is a damning sign,0,0,0,a damning sign of Manchester United ’s plight | David,Klopp’s show of pity is a damning sign of Manchester United’s plight | David Hytner
4914,The week in TV : 9/11 :,Inside the President ’s,0,The week,0,a Killer,The week in TV: 9/11: Inside the President’s War Room; Vigil; Stephen; The Hunt for a Killer
4915,Leicester v,Leeds,0,0,0,0,Leicester v Leeds: match preview
4916,0,0,Tripoli,0,0,be prime minister attempts to claim power .,Clashes in Tripoli as would-be prime minister attempts to claim power
4917,Prospect of Russia,using nuclear arms in Ukraine fuels,0,0,0,using nuclear arms in Ukraine fuels Finland ’s Nato debate,Prospect of Russia using nuclear arms in Ukraine fuels Finland’s Nato debate
4918,our,designed by @ThePinkyvision,0,0,0,and disabled people by buying our custom T - shirt,"Help to improve access to live music for deaf and disabled people by buying our custom T-shirt designed by @ThePinkyvision. 

100 percent  of our profits will go to @attitudetweets, who strive to improve access to live music for deaf and disabled people."
4919,Horner,backs gladiator ’,0,0,Horner,and ready for straight - out fight ’ for F1,Horner backs gladiator’ Verstappen and ready for straight-out fight’ for F1 title
4920,Manor review – this state - of - the - nation satire,"is clumsy , crass and unconvincing",0,0,0,"is clumsy , crass and unconvincing .","Manor review – this state-of-the-nation satire is clumsy, crass and unconvincing"
4921,We,need to be better prepared for a new pandemic ’,0,0,We,be better prepared for a new pandemic ’ .,Vaccinologist Sarah Gilbert: We need to be better prepared for a new pandemic’
4922,0,0,0,0,0,0,US satellite firm’s takeover of Inmarsat not a step-in-and-steal deal’
4923,Tory councillor,pays Jeremy Corbyn,0,0,Tory councillor,for fake Liverpool terror tweet .,Tory councillor pays Jeremy Corbyn damages for fake Liverpool terror tweet
4924,Huib Modderkolk and Luke Harding,"will discuss digital espionage , hacking and privacy",0,This Wednesday,Huib Modderkolk and Luke Harding,"discuss digital espionage , hacking and privacy .","This Wednesday, Huib Modderkolk and Luke Harding will discuss digital espionage, hacking and privacy. 

Book a ticket to this @guardianlive online event here"
4925,0,0,0,0,0,Convalescent homes could ease the crisis in acute care |,Convalescent homes could ease the crisis in acute care | Letter
4926,0,0,0,0,0,wo n’t go down any time soon ?,Want to know why food prices won’t go down any time soon? Ask a farmer | Jay Rayner
4927,Jesse Marsch,must fight US stereotypes,0,0,Jesse Marsch,as well as relegation at Leeds United .,Jesse Marsch must fight US stereotypes as well as relegation at Leeds United
4928,Lydia Bedford,appointed as Leicester Women,0,0,0,Unbelievably excited ’ : Lydia Bedford appointed as Leicester Women,Unbelievably excited’: Lydia Bedford appointed as Leicester Women manager
4929,Facebook,struggles as Russia,Africa,0,Russia,in unstable west Africa .,Facebook struggles as Russia steps up presence in unstable west Africa
4930,Smith Rowe,earns first England call - up,0,0,Smith Rowe,0,Smith Rowe earns first England call-up with Rashford and Ward-Prowse out
4931,0,0,0,0,0,over executive pay .,Country Life publisher reeling after shareholder revolt over executive pay
4932,Cressida Dick,offered two - year extension,0,0,Cressida Dick,Met police chief,Cressida Dick offered two-year extension as Met police chief
4933,West Ham v Chelsea,:,0,0,0,0,West Ham v Chelsea: match preview
4934,Real Madrid win Champions League as Vinícius Júnior strike,sinks Liverpool,0,0,0,Vinícius Júnior strike sinks,Real Madrid win Champions League as Vinícius Júnior strike sinks Liverpool
4935,Lewis Hamilton,dominates F1 Qatar GP,0,0,Lewis Hamilton,0,Lewis Hamilton dominates F1 Qatar GP to cut Max Verstappen’s title lead
4936,The Sun,baffles social media,0,0,The Sun,baffles social media with pork pie front page in support,The Sun baffles social media with pork pie front page in support of Johnson
4937,Harrington,picks Lowry for Ryder Cup and leaves out Justin Rose,0,0,0,Ryder Cup and leaves out Justin Rose,Harrington picks Lowry for Ryder Cup and leaves out Justin Rose
4938,We,have a project,0,0,We,0,We have a project’: QAnon followers eye swing state election official races
4939,Leon,is a beautiful story,0,0,Leon,a beautiful story about a boy taken into care .,TV tonight: My Name is Leon is a beautiful story about a boy taken into care
4940,Mantel,am ashamed to live in nation,0,0,I,am ashamed to live in nation that elected this government,Hilary Mantel: I am ashamed to live in nation that elected this government
4941,I,realised I,0,0,0,a child in China,"Watching a film about communism, I realised I had been lied to as a child in China"
4942,Plane carrying Trump reportedly,made emergency landing,0,0,Plane carrying Trump reportedly,Trump reportedly made emergency landing after engine failure .,Plane carrying Trump reportedly made emergency landing after engine failure
4943,0,0,0,0,0,0,Tell us: share your experiences about your UK energy bills
4944,Johnson,is desperate,Northern,0,0,is desperate .,Johnson is desperate. His illegal plan in Northern Ireland is just designed to save himself | David Lammy
4945,2021 ’s best street photography – in pictures,.,0,0,0,Surreal scenes and broken dreams : 2021 ’s best street,Surreal scenes and broken dreams: 2021’s best street photography – in pictures
4946,0,0,0,0,0,British history should not be treated as a soft play,"British history should not be treated as a soft play area’, says David Olusoga"
4947,0,0,0,0,Environmentalists,0,Environmentalists join forces to fight carbon bomb’ fossil fuel projects
4948,0,0,0,0,0,mean higher pay for pulling pints .,Why soaring prices could mean higher pay for pulling pints
4949,0,0,0,0,0,0,"Worker shortage will lead to UK food price rises, industry warns"
4950,UK,"prepares 1,000 troops",0,0,UK,0,"UK prepares 1,000 troops in case of refugee crisis if Ukraine invaded"
4951,Met ’s partygate ’ inquiry,is latest run - in between police and politics,0,0,0,is latest run - in between police and politics .,Met’s partygate’ inquiry is latest run-in between police and politics
4952,Boris Johnson,cautiously optimistic ’ about reaching 1.5 C deal,0,0,0,Johnson cautiously optimistic ’ about reaching 1.5 C deal .,Cop26: Boris Johnson cautiously optimistic’ about reaching 1.5C deal
4953,0,0,0,0,0,22 sensational seasonings that are n’t salt or pepper .,Spice up your life! 22 sensational seasonings that aren’t salt or pepper
4954,0,0,0,0,0,Black talent takes centre stage at Lyric Theatre .,Black talent takes centre stage at Lyric Theatre
4955,Beauty and desire,can lie in unexpected,0,0,0,in unexpected places | Letters .,Beauty and desire can lie in unexpected places | Letters
4956,UN Palestine aid agency,is close to collapse,0,0,0,is close to collapse ’ after funding cuts .,UN Palestine aid agency is close to collapse’ after funding cuts
4957,Im,protesting at Cop26 – video,0,0,0,this together : why Im protesting at Cop26 – video,Were in this together: why Im protesting at Cop26 – video
4958,Hong Kong World Trade Centre fire,:,World Trade Centre,0,at least 100,at least 100 trapped inside shopping centre .,Hong Kong World Trade Centre fire: reports at least 100 trapped inside shopping centre
4959,0,0,0,Friday,0,see fewer doorbuster ’ deals amid market selloff .,Black Friday: US shoppers see fewer doorbuster’ deals amid market selloff
4960,Here ’s what a Tory donor and a lavish Liz Truss lunch in Mayfair,tells us about British politics | Simon Jenkins,0,0,Here ’s what a Tory donor and a lavish Liz Truss lunch in Mayfair,a lavish Liz Truss lunch in Mayfair tells us about,Here’s what a Tory donor and a lavish Liz Truss lunch in Mayfair tells us about British politics | Simon Jenkins
4961,I,will do what I,0,0,I,0,I will do what I said: Boris Johnson on publishing Sue Gray’s report – video
4962,Little Simz ’s long path,from council estate to Brit awards podium,0,0,0,Little Simz ’s long path from council estate to Brit,Little Simz’s long path from council estate to Brit awards podium
4963,Covid still running rampant ’ worldwide,",",0,0,0,"Covid still running rampant ’ worldwide , warns creator of","Covid still running rampant’ worldwide, warns creator of Oxford vaccine"
4964,he,called 999,0,0,Wife,"he called 999 , murder jury told","Wife stabbed husband and put knife in again as he called 999, murder jury told"
4965,Antonio Conte,vows to deliver harsh truths,0,0,0,deliver harsh truths to Tottenham players .,Antonio Conte vows to deliver harsh truths to Tottenham players
4966,Biden,to meet Senate Democrats,0,0,Biden,0,Biden to meet Senate Democrats in bid to revive voting rights push
4967,Case of the Zodiac killer,takes another twist –,0,0,0,is n’t solved .,Case of the Zodiac killer takes another twist – but police say it isn’t solved
4968,Citigroup,to terminate unvaccinated workers,0,0,Citigroup,"terminate unvaccinated workers under no jab , no job ’","Citigroup to terminate unvaccinated workers under no jab, no job’ policy"
4969,Taiwan,reports record Chinese incursions,0,0,Taiwan,reports record Chinese incursions into its air defence zone .,Taiwan reports record Chinese incursions into its air defence zone
4970,the $ 5tn spent on Afghanistan and Iraq,go,0,0,0,0,Where did the $5tn spent on Afghanistan and Iraq go? Here’s where | Linda J Bilmes
4971,The Fiver,|,0,0,marked,door marked Do One at regular intervals .,The Fiver | Hoying managers through the door marked Do One at regular intervals
4972,my,is giving up,0,0,0,my new goal is giving up .,In lockdown my new goal is giving up. But will I be able to achieve it? | Justine Toh
4973,0,0,0,0,we,0,Russia-Ukraine war: what we know on day 114 of the invasion
4974,Sam Tomkins,leads Catalans Dragons,0,0,Sam Tomkins,0,Sam Tomkins leads Catalans Dragons to thumping win over Warrington
4975,Sunday,love a hot bath ’,0,Sunday,I,a hot bath ’ .,Sunday with Paloma Faith: I love a hot bath’
4976,Russian casualties of Putin ’s war,propaganda | Letter,0,0,0,Russian casualties of Putin ’s war propaganda | Letter .,Russian casualties of Putin’s war propaganda | Letter
4977,the papers,covered the resignation,0,0,0,so long ? ’,What took so long?’: how the papers covered the resignation of Cressida Dick
4978,0,0,0,0,colleague,0,Climate activist injured and colleague killed in Highlands paramotor accident
4979,Jehnny Beth ’s cultural highlights,.,0,0,0,’s cultural highlights .,On my radar: Jehnny Beth’s cultural highlights
4980,Ralph Hasenhüttl,finds space,Southampton,0,Ralph Hasenhüttl,0,Ralph Hasenhüttl finds space to instil change in Southampton’s youngsters | Ben Fisher
4981,Nanoplastic pollution,found at both for first time,0,0,0,Nanoplastic pollution found at both of Earth ’s poles for,Nanoplastic pollution found at both of Earth’s poles for first time
4982,"Sex , stitches and psychic wounds – Louise Bourgeois",:,0,0,0,and psychic wounds – Louise Bourgeois : The Woven Child,"Sex, stitches and psychic wounds – Louise Bourgeois: The Woven Child review"
4983,0,0,0,0,0,0,Andrew Symonds – a life in pictures
4984,Dockers at Merseyside refinery,refuse to unload Russian oil,Merseyside,0,0,unload Russian oil .,Dockers at Merseyside refinery refuse to unload Russian oil
4985,Golden State Warriors v Boston Celtics – live,!,0,0,0,– live !,NBA finals Game 3: Golden State Warriors v Boston Celtics – live!
4986,Boris Johnson,rebuffed in bid to play key role,0,0,Boris Johnson,play key role in Ukraine diplomacy .,Boris Johnson rebuffed in bid to play key role in Ukraine diplomacy
4987,Ghislaine Maxwell lawyers,seek to exclude victim statements,0,0,0,0,Ghislaine Maxwell lawyers seek to exclude victim statements
4988,0,0,0,0,0,the occupied building that housed activists during Cop26 – video,A bubble of utopia: inside the occupied building that housed activists during Cop26 – video
4989,Russia,halts gas supplies,0,0,Russia,payments row with the west escalates,Russia halts gas supplies to Finland as payments row with the west escalates
4990,the weekend ’s best photos,.,0,0,0,’s best photos .,Naked cyclists and poison frogs: the weekend’s best photos
4991,McColl ’s saga,is lesson banks,0,0,0,take onboard with recession looming | Nils Pratley .,McColl’s saga is lesson banks must take onboard with recession looming | Nils Pratley
4992,North Korea,will use nuclear weapons,0,0,0,use nuclear weapons at any time ’ if threatened .,Kim Jong-un says North Korea will use nuclear weapons at any time’ if threatened
4993,0,0,0,0,0,to Ukrainian cities at risk of siege .,Aid agencies race to get food supplies to Ukrainian cities at risk of siege
4994,Boris Johnson,may think that partygate,0,0,0,Outraged voters do n’t | Andrew Rawnsley .,Boris Johnson may think that partygate is a laughing matter. Outraged voters don’t | Andrew Rawnsley
4995,Sutherland,can do a really good Donald Sutherland,0,0,I,a really good Donald Sutherland for half the money ’,Kiefer Sutherland: I said: I can do a really good Donald Sutherland for half the money’
4996,the Queen ’s,platinum,0,0,0,20 great days out for the Queen ’s platinum jubilee,20 great days out for the Queen’s platinum jubilee
4997,0,0,0,0,0,BS real estate listing : eight tricks we all fall,Anatomy of a BS real estate listing: eight tricks we all fall for
4998,Shapps,backtracks on action,0,0,Shapps,got away with it ’ say unions as Shapps backtracks,P&amp;O Ferries have got away with it’ say unions as Shapps backtracks on action
4999,"stranded Australians , Aukus a threat to US security , our top bird",.,0,0,0,our top bird .,"Morning Mail: stranded Australians, Aukus a threat to US security, our top bird"
5000,0,0,0,0,0,no formal investigation into Met police chief .,Cressida Dick: no formal investigation into Met police chief
5001,Jordan Henderson,are facing a different Liverpool,0,0,0,"a different Liverpool , for sure ’ .","Jordan Henderson: Real Madrid are facing a different Liverpool, for sure’"
5002,0,0,0,0,0,Police chief who led response to school shooting sworn in,Police chief who led response to school shooting sworn in to Uvalde council
5003,Barcelona ’s Sergio Agüero,to announce retirement,0,0,Barcelona ’s Sergio Agüero,0,Barcelona’s Sergio Agüero to announce retirement with heart condition
5004,Westpac,admits it,0,0,it,0,Westpac admits it broke law and agrees to pay $113m in penalties
5005,the weekend ’s best photos,.,0,Halloween,0,’s best photos .,Halloween hijinks and climate action: the weekend’s best photos
5006,Itoje and Farrell,excited by new - look England line - up,0,0,0,Farrell excited by new - look England line - up,Itoje and Farrell excited by new-look England line-up for Australia clash
5007,Liverpool,will remain pain,City,0,0,0,"Liverpool will remain pain in neck of Manchester City, says Jürgen Klopp"
5008,Outrage as Bolsonaro,confirms Russia trip,0,0,0,Bolsonaro confirms Russia trip despite Ukraine crisis,Outrage as Bolsonaro confirms Russia trip despite Ukraine crisis
5009,recession,will be too late,0,0,This,too late | Larry Elliott .,This is Rishi Sunak’s chance to stop a recession; any delay and it will be too late | Larry Elliott
5010,Hong Kong security official,to stand as chief executive,0,0,0,as chief executive .,Hong Kong security official to stand as chief executive
5011,Liverpool,survive Manchester City scare,City,0,0,Cup final after Mané double .,Liverpool survive Manchester City scare to reach FA Cup final after Mané double
5012,"Paul Myners , tower of strength ’ in financial crisis ,",dies aged 73,0,0,0,"in financial crisis , dies aged 73 .","Paul Myners, tower of strength’ in financial crisis, dies aged 73"
5013,awards,live,0,0,0,0,Brit awards 2022: follow it live!
5014,"French fury over leaked message , Australia ’s fossil fuel projects , heartwarming reunion",.,0,0,0,"French fury over leaked message , Australia ’s fossil","Morning mail: French fury over leaked message, Australia’s fossil fuel projects, heartwarming reunion"
5015,Macron,calls for greater cooperation crossings,0,0,0,for greater cooperation from UK over refugee Channel crossings –,Macron calls for greater cooperation from UK over refugee Channel crossings – video
5016,Regrettable ’ paramedics left cage fighter after knock out,",",0,0,0,"Regrettable ’ paramedics left cage fighter after knock out ,","Regrettable’ paramedics left cage fighter after knock out, says coroner"
5017,Guardian,wins investigation and journalist,0,0,Guardian,0,Guardian wins investigation and journalist of the decade awards
5018,Vladimir Putin,rejuvenated Nato – podcast,0,0,0,0,How Vladimir Putin rejuvenated Nato – podcast
5019,Glen Kamara,is booed then,0,0,Rangers ’ Glen Kamara is booed then,0,Rangers’ Glen Kamara is booed then sent off during defeat to Sparta Prague
5020,Final Inspector Montalbano novel,is published in UK,0,years ago,0,"Final Inspector Montalbano novel , finished years ago , is","Final Inspector Montalbano novel, finished years ago, is published in UK"
5021,Victoria Covid - 19 update,:,0,0,0,code brown declared for hospitals amid staff shortages – video,Victoria Covid-19 update: code brown declared for hospitals amid staff shortages – video
5022,UK students about China,to tackle knowledge deficit,0,0,0,0,"Teach UK students about China to tackle knowledge deficit’, say experts"
5023,UK water firms,dumping human waste,0,0,we,dumping human waste in our rivers and seas ?,Swimming in sewage: how can we stop UK water firms dumping human waste in our rivers and seas?
5024,How free money,’ can change lives | Letters,0,0,How free money,How free money ’ can change lives | Letters .,How free money’ can change lives | Letters
5025,Saint - Narcisse,review – sex,0,0,0,0,Saint-Narcisse review – sex and subversion in family immorality tale
5026,England and Wales court,backlog crisis,Wales,0,0,0,England and Wales court backlog crisis to go on for several years’
5027,0,0,0,0,Sinema,0,Sinema says no to filibuster reform scuttling Democrats’ voting rights hopes
5028,Champions League and Europa League,:,0,0,0,semi-final previews and predictions | By @BenMcAleer1 .,Champions League and Europa League: semi-final previews and predictions | By @BenMcAleer1
5029,National Gallery,renames Degas,0,0,0,’ Russian Dancers as Ukrainian Dancers .,National Gallery renames Degas’ Russian Dancers as Ukrainian Dancers
5030,Gladys Berejiklian,considers home quarantine,0,0,Gladys Berejiklian,"considers home quarantine as state records 1,480 new cases .","NSW Covid update: Gladys Berejiklian considers home quarantine as state records 1,480 new cases"
5031,Russia,bans Boris Johnson,0,0,0,0,"Russia bans Boris Johnson, Liz Truss and Ben Wallace from entering country"
5032,Aaron Bell,is latest,0,0,0,is latest Tory MP to submit letter of no confidence,Aaron Bell is latest Tory MP to submit letter of no confidence in Boris Johnson
5033,I,Was Born This Way,0,0,I,"of gay pride anthem I Was Born This Way ,","Carl Bean, singer of gay pride anthem I Was Born This Way, dies aged 77"
5034,the Republican party ’s newest enemy,is … doors,0,0,0,the Republican party ’s newest enemy is … doors |,"After 21 people were killed, the Republican party’s newest enemy is … doors | Arwa Mahdawi"
5035,the grunge icons,achieved Nirvana in the UK,0,0,0,0,TV tonight: How the grunge icons achieved Nirvana in the UK
5036,Joe Trivelli ’s recipes,for fresh spring suppers,0,0,0,for fresh spring suppers .,Joe Trivelli’s recipes for fresh spring suppers
5037,Patel ’s aide,resigns over toxic culture,0,0,Patel ’s aide,over toxic culture ’ .,Tory MP calls for Johnson to quit as Patel’s aide resigns over toxic culture’
5038,Statue of fossil - hunting pioneer Mary Anning,to be unveiled in Dorset,0,0,0,0,Statue of fossil-hunting pioneer Mary Anning to be unveiled in Dorset
5039,Goldman Sachs,starts trading floor apprenticeship scheme,0,0,Goldman Sachs,0,Goldman Sachs starts trading floor apprenticeship scheme to boost diversity
5040,0,0,0,0,0,0,What is it like trying to fix an iPhone yourself?
5041,The trial ’ in Donetsk,has set a chilling precedent,0,0,0,a chilling precedent for conflict in the 21st century |,The trial’ in Donetsk has set a chilling precedent for conflict in the 21st century | Sadakat Kadri
5042,the elderly,are fearful,0,0,0,the elderly are fearful .,"Care sector: staff are quitting, flu is coming and the elderly are fearful"
5043,Patel,prepares to force back Channel migrants,0,Thursday,Patel,force back Channel migrants .,Thursday briefing: Patel prepares to force back Channel migrants
5044,0,0,0,0,0,0,MPs vote on whether to end abortion pills by post’ in England
5045,0,0,0,0,0,Neoliberal ideology has put social progress in reverse | Letters,Neoliberal ideology has put social progress in reverse | Letters
5046,It ’s tub thumpers v wallflowers as New Zealand face,Australia,0,0,0,T20 final .,It’s tub thumpers v wallflowers as New Zealand face Australia in T20 final
5047,0,0,0,0,0,How Ukrainian defiance has derailed Putin ’s plans .,How Ukrainian defiance has derailed Putin’s plans
5048,Anti-Covid vaccine mandate protesters,chase New Zealand ’s,0,0,0,Anti-Covid vaccine mandate protesters chase New Zealand ’s Jacinda Ardern,Anti-Covid vaccine mandate protesters chase New Zealand’s Jacinda Ardern outside school
5049,Charles Manson follower Patricia Krenwinkel,recommended for parole,0,0,Charles Manson follower Patricia Krenwinkel,parole,Charles Manson follower Patricia Krenwinkel recommended for parole
5050,Primark,yet to sign new accord,0,0,Primark,Primark yet to sign new accord on Bangladesh garment workers,Primark yet to sign new accord on Bangladesh garment workers’ safety
5051,0,0,0,0,0,old indigenous activist .,Shock in Colombia over murder of 14-year-old indigenous activist
5052,Harrods,faces strike by dozens of restaurant workers,0,0,Harrods,0,Harrods faces strike by dozens of restaurant workers
5053,Life Without Children by Roddy Doyle,review – stories,0,0,0,0,Life Without Children by Roddy Doyle review – stories about lockdown and loss
5054,UK ’s,failing ’ financial watchdog,0,0,0,’ financial watchdog .,Outrage over £125m bonuses for staff at UK’s failing’ financial watchdog
5055,Friday ’s best photos,.,0,Friday,0,Comic Con and deep water : Friday ’s best photos,Comic Con and deep water: Friday’s best photos
5056,Ukraine and Russia,compete to be last army ’ as Donbas deaths,0,0,Ukraine and Russia,be last army standing ’ as Donbas deaths mount .,Ukraine and Russia compete to be last army standing’ as Donbas deaths mount
5057,the Strava co-founder who ’s pacing himself,.,0,0,0,0,Michael Horvath: the Strava co-founder who’s pacing himself
5058,"the prime minister ’s man , David Frost",has unfinished business,0,0,"the prime minister ’s man , David Frost","No longer the prime minister ’s man , David Frost","No longer the prime minister’s man, David Frost has unfinished business"
5059,I,’ve had letters The L Word,0,0,I,get diverse stories told .,"I’ve had letters from klansmen’: Jennifer Beals on Flashdance, The L Word and fighting to get diverse stories told"
