,who,what,where,when,why,how,text
553,"Around 30,000 civilians",have fled Ukraines,Mariupol,0,they,hit earlier by Russian shelling .,"🔴 Around 30,000 civilians have fled Ukraines besieged port city of Mariupol, as they scrambled to learn the fate of hundreds of people sheltering in a theatre hit earlier by Russian shelling.

Follow the latest here 👇"
554,Queen and family,watch,Palace,0,0,0,🎥 Watch: Queen and family watch fly-past from Buckingham Palace balcony
555,Pension savers,may see the value,0,0,Pension savers,after new estimates take effect .,📈 Pension savers may see the value of their retirement pots jump by tens of thousands of pounds after new estimates take effect
556,This crisis,"will not be solved by central government bodies , but by ordinary people",0,0,everyone,"by central government bodies or bureaucracies , but by ordinary","This crisis will not be solved by central government bodies or bureaucracies, but by ordinary people. If the Polish miracle is to be a European one, everyone must rise to the challenge,  writes @StevenEdginton 

Read the full article here ⬇️"
557,ski holidays in France,are back,0,0,youre,"- long hiatus , ski holidays in France are back","⛷️After a month-long hiatus, ski holidays in France are back.

Heres where to go if youre joining the race to return to the French mountains this winter 👇"
558,the NHS app,does not record booster vaccinations,0,0,because the NHS app does not record booster vaccinations .,not record booster vaccinations .,💉Holidaymakers face being locked out of winter ski destinations because the NHS app does not record booster vaccinations
559,Director,complained too few cases,0,0,he,"the crisis over rape prosecutions , says the Director of","🚨Police are to blame for the crisis over rape prosecutions, says the Director of Public Prosecutions, as he complained too few cases were being brought to prosecutors by officers"
560,this,could be a pivotal moment,0,this Christmas,this,", domestic suppliers believe this could be a pivotal moment","🍷 With wines from the 2018 vintage - known as the  harvest of the decade  - coming on stream this Christmas, domestic suppliers believe this could be a  pivotal moment  for the fledgling English wine industry"
561,More than 80 percent of parents,have helped their children,0,0,More than 80 percent of parents,0,"🏘️ More than 80 percent  of parents have helped their children with a gift or a loan towards a deposit, according to Legal and General"
562,sojourns on Portugals,untamed coast to superb safaris in Botswana,0,0,0,"to superb safaris in Botswana , these are the family","✈️ From summer sojourns on Portugals untamed coast to superb safaris in Botswana, these are the family holidays youll remember forever"
563,Tailored care is the key to treating the menopause,",",0,0,0,0,"Tailored care is the key to treating the menopause, say experts, which is a condition that continues to be surrounded by misconceptions"
564,0,0,0,11 pm,you,you normally fall asleep during the golden hour between 10,🕐Do you normally fall asleep during the golden hour between 10 and 11pm?
565,The Plymouth - born diver,takes a much more holistic view,0,0,The Plymouth - born diver,"a much more holistic view of his personal health ,","🍲The Plymouth-born diver now takes a much more holistic view of his personal health, blending hearty family dinners and relaxing meditation alongside gym work and mood-boosting cardio"
566,He,won many hearts,0,0,He,won many hearts with his mischievous antics during the Platinum,"👑He won many hearts with his mischievous antics during the Platinum Jubilee celebrations.

But it appears Prince Louis’s inability to sit still was fuelled by a little more than just boyish energy"
567,0,0,0,0,fightback,The front page of tomorrows Daily Telegraph : Plan B,"📰The front page of tomorrows Daily Telegraph:

Plan B to be scrapped as PM plots fightback



Sign up for the Front Page newsletter"
568,0,0,0,0,This,"an appalling way to treat a loyal customer , especially","🗣️ This is an appalling way to treat a loyal customer, especially an elderly widow who lives alone 

A reader reaches out to our Consumer Champion @sallymhamilton on behalf of her 84-year-old mother👇"
569,0,0,0,0,0,a full UK - wide lockdown to deal with the,"⚠️A SAGE member has warned that a full UK-wide lockdown to deal with the threat of the omicron variant cannot be ruled out, although the current threat posed by the strain remains unclear

Follow the latest news on our coronavirus liveblog 👇"
570,Update : The Environment Agency,has confirmed the yacht,0,0,0,the approximate nine tonnes of diesel on board Read more,"🔴 Update: The Environment Agency has confirmed the yacht sunk on Saturday afternoon, saying their focus had now shifted to pollution given the approximate nine tonnes of diesel on board

Read more here 👇"
571,Liz Truss,is facing a Foreign Office mutiny,0,0,Liz Truss,a senior diplomat resigned in protest over a departmental shake,🔴 Liz Truss is facing a Foreign Office mutiny after a senior diplomat resigned in protest over a departmental shake-up designed to prioritise its work on Ukraine.
572,Dame Cressida,declines to say which parties and which ones,0,0,Dame Cressida,are several that we are not investigating .,"🔴 NEW: Dame Cressida declines to say which parties are being investigated and which ones are not,  but are investigating a number, and there are several that we are not investigating"
573,0,0,0,tomorrow,0,TVs new mega platform launches tomorrow .,📺 TVs new mega platform launches tomorrow
574,Zelensky,has launched a global crowdfunding platform,0,0,Kyiv,a global crowdfunding platform to help Kyiv win the war,🔴Zelensky has launched a global crowdfunding platform to help Kyiv win the war with Russia and rebuild the countrys infrastructure
575,0,0,0,0,0,of electric buses in the capital will stop unless ministers,"🔴Transport for London, chaired by Sadiq Khan, said the rollout of electric buses in the capital will stop unless ministers agree a long-term funding deal for the authority"
576,Sir Arnold Lunn,planted the first race flags,Mürren,0,Sir Arnold Lunn,the Swiss resort that transformed modern ski holidays .,"🎿Its been 100 years since Sir Arnold Lunn planted the first race flags in Mürren, the Swiss resort that transformed modern ski holidays"
577,0,0,0,0,0,a rare tornado - like weather phenomenon on Thursday evening,📷 A storm ripping through Rome produced a rare tornado-like weather phenomenon on Thursday evening
578,they,could go against their parents,0,0,Nadhim Zahawi,judged competent they could go against their parents wishes .,💉 Nadhim Zahawi said if a 12- to 15-year-old wanting to receive the Covid jab was judged  competent  they could go against their parents wishes
579,0,0,0,0,0,most senior health advisers has been accused of disseminating dodgy,🔴 One of Britain’s most senior health advisers has been accused of disseminating  dodgy data  that inflated the potential risk of omicron
580,he,has a convincing explanation,0,May 20 2020,he,a convincing explanation for what took place on May 20,"Unless he has a convincing explanation for what took place on May 20 2020 in his own back garden, he will do so with his authority shot to pieces  | Writes @PhilJTelegraph"
581,the results,may surprise you,0,0,0,step back in time to decide the most stylish era,"👠From the 1880s to the 1980s, our fashion editors step back in time to decide the most stylish era –  and the results may surprise you...⁠

Read more"
582,0,0,0,0,we,"so many superhero films , is it too much to","If we’re to have so many superhero films, is it too much to ask that one per year is this good? 

@robbiereviews on"
583,Germany,may already be sinking into recession after a shock slump in its factory activity,0,0,Germany,may already be sinking into recession after a shock slump,🇩🇪 Germany may already be sinking into recession after a shock slump in its factory activity following Russia’s invasion of Ukraine
584,Ghislaine Maxwell,is at the very heart,0,0,Ghislaine Maxwell,"the sexual abuse allegations made against Prince Andrew , their","Ghislaine Maxwell is at the very heart of the sexual abuse allegations made against Prince Andrew, their fates closely intertwined"
585,Loss of smell is a symptom of the super cold,.,0,0,0,True or false : Loss of smell is a symptom,True or false: Loss of smell is a symptom of the super cold
586,stockbrokers battle for customers in the wake of stock market,falls,0,0,Britain ’s biggest Isa providers,’s biggest Isa providers are offering cash bonuses to customers,"💰Britain’s biggest Isa providers are offering cash bonuses to customers who switch their investments, as stockbrokers battle for customers in the wake of stock market falls"
587,a Viscount,won a planning appeal,0,0,a Viscount,a Viscount won a planning appeal,"👑 A sculpture dedicated to the Queen three times the size of the Angel of the North has been given the go-ahead, after a Viscount won a planning appeal"
588,"more savers over the cap , new figures",have shown,0,0,0,risen dramatically after strong investment returns pushed more savers over,"🔴The number of people breaching the pensions lifetime allowance has risen dramatically after strong investment returns pushed more savers over the cap, new figures have shown"
589,The Conservatives of the 1980s,"got Britain out of that mire of a high - tax , low - innovation society",0,today,The Conservatives of the 1980s,"a high - tax , low - innovation society .","The Conservatives of the 1980s got Britain out of that mire of a high-tax, low-innovation society. Yet it is the Conservative Government of today that seems to be returning us to it. | Writes @DouglasKMurray"
590,a leading Oxford academic,has warned,0,0,0,💉 Covid booster jabs for all are illogical and risk,"💉Covid booster jabs for all are  illogical  and risk opening the door to a permanent state of lockdown, a leading Oxford academic has warned"
591,More than 50 Ukrainian children,promised sanctuary in Scotland,0,0,More than 50 Ukrainian children,50 Ukrainian children promised sanctuary in Scotland have been prevented,🔴More than 50 Ukrainian children promised sanctuary in Scotland have been prevented from boarding a plane to the UK after a problem was discovered with their paperwork
592,Poland,has taken over half,0,0,Poland,"Russias invasion , but can it afford to bear the","Poland has taken over half of those who have fled Ukraine since Russias invasion, but can it afford to bear the brunt of this crisis?"
593,0,0,0,0,Investors,"bought almost 43,000 homes so far this year , tempted","📈 Investors have bought almost 43,000 homes so far this year, tempted back to the market by surging tenant demand and soaring rents"
594,0,0,0,0,a win at the Epsom Derby during the Platinum Jubilee bank holiday weekend,the true crowning moment of her remarkable 70 - year,"👑For the Queen, a win at the Epsom Derby during the Platinum Jubilee bank holiday weekend would be the true crowning moment of her remarkable 70-year reign"
595,Annalena Baerbock,is set to go down in history as the woman,0,0,Annalena Baerbock,"are wildly wrong , Annalena Baerbock is set to go","🇩🇪🟢 Unless the polls are wildly wrong, Annalena Baerbock is set to go down in history as the woman who threw away the German Green Party’s first real chance of taking power and forming a government"
596,A group of just three protesters,demonstrated against Hong Kongs after his appointment by a committee,Kongs,0,The tiny protest group,Kongs new chief executive after his appointment by a committee,"🔴 A group of just three protesters demonstrated against Hong Kongs new chief executive after his appointment by a committee of Beijing loyalists.

The tiny protest group appeared to reflect how Hong Kong has largely stamped out dissent"
597,the likes of Uber,must work hard to help address,0,0,There,are serious concerns about the lack of available cabs currently,"There are serious concerns about the lack of available cabs currently on Britain’s roads, which the likes of Uber must work hard to help address"
598,0,0,0,0,0,"both socially and economically , is growing and the ramifications","The knock-on impact, both socially and economically, is growing and the ramifications for global trade and prosperity are immense  | Telegraph View"
599,Women,"are being groped , beaten up , raped and murdered – many",0,0,their attackers,– many of their attackers escaping justice – and TfL,"🗣️  Women are being groped, beaten up, raped and murdered – many of their attackers escaping justice – and TfL thinks staring is the problem?  | Writes @realzoestrimpel"
600,Harry Styles,"possesses an indefinable , irresistible star quality",0,0,Harry Styles,"an indefinable , irresistible star quality that has little to","🎤  Harry Styles possesses an indefinable, irresistible star quality that has little to do with being a brilliant songwriter or prolific musician"
601,"Any shock to the system , no matter how minor ,",can still cause chaos,0,0,"Any shock to the system , no matter how minor ,","no matter how minor , can still cause chaos in","Any shock to the system, no matter how minor, can still cause chaos in the restaurants and bars which are still reeling from the restrictions placed on them over the past two years"
602,the Government,to supporting the construction,0,Thursday,0,at least two new large - scale plants by 2030,"💡 The energy security strategy, due to be unveiled on Thursday, is expected to commit the Government to supporting the construction of at least two new large-scale plants by 2030 in addition to small modular reactors"
603,Health Secretary : Social care funding split,will increase over time,0,0,usual,as usual would lead to waiting lists rising to 13m,"Health Secretary: Social care funding split will increase over time.

Javid notes  business as usual  would lead to waiting lists rising to 13m. 

The split will see  most of it  go to the NHS to deal with the  pandemic emergency. 

Confirming £5.4bn will go to adult social care"
604,Russian foreign minister Sergey Lavrov,has claimed,Kremlin,0,0,", Russian foreign minister Sergey Lavrov has claimed .","🗣️More than one million Ukrainians have been evacuated’ to Russia since the start of the invasion, Russian foreign minister Sergey Lavrov has claimed.

However, Kyiv has accused the Kremlin of deporting thousands of Ukrainians to Russia against their will"
605,0,0,Mediterranean,0,0,more effective in tackling depression than therapy among young men,"🍴Eating a Mediterranean diet could be more effective in tackling depression than therapy among young men, a study suggests"
606,Mr Macron,secured just four out of 10 votes and faces a battle,0,0,0,"competing nationalist and Left - wing camps which , combined","Mr Macron secured just four out of 10 votes and faces a battle to hold onto his majority in parliament against competing nationalist and Left-wing camps which, combined, secured a third of the vote each in round one"
607,Vladimir Putin,Follow all the latest updates,0,0,NEW,"going strictly to plan , claims Vladimir Putin Follow all","🔴 NEW: Invasion going strictly to plan, claims Vladimir Putin

Follow all the latest updates on our liveblog here👇"
608,0,0,0,0,0,the full report ⬇️ | .,🌏Read the full report ⬇️ |
609,Russia ’s war in Ukraine,is not going as Moscow,Donbas,0,Russia ’s war in Ukraine,pulling back from around Kharkiv .,"🔴 Russia’s war in Ukraine is not going as Moscow had planned, said  Jens Stoltenberg.

 They failed to take Kyiv. They are pulling back from around Kharkiv. Their major offensive in Donbas has stalled. 

Follow the latest updates on our liveblog here ⬇️"
610,0,0,Soho,0,The most interesting,most interesting recent collections take inspiration from a true tale,"📚The most interesting recent collections take inspiration from a true tale of cannibalism, Shakespeares sonnets and Soho in the 1990s"
611,A prominent human rights lawyer,has been accused of brainwashing schoolchildren after they,0,0,they,A prominent human rights lawyer has been accused of brainwashing,💼A prominent human rights lawyer has been accused of  brainwashing  schoolchildren after they took part in the mock trial of a Conservative MP over his family’s links to slavery
612,Kate and Celia,talk about how much closer she,0,0,"Because I feel like I understand so much more about Derek , like I … ’ Love him more ?",how much closer she feels to her husband now .,"Kate and Celia talk about how much closer she feels to her husband now. 

🗣️Because I feel like I understand so much more about Derek, like I…’ Love him more? Oh God. I didn’t think it was possible, but I really do.’"
613,I,was young you,0,0,0,"was young you were black or white , gay or","🗣️  When I was young you were black or white, gay or straight. Anything non-white was black, and anything non-gay was straight,  says Benjamin Zephaniah"
614,🔴 Priti Patel,has called for a crackdown outside schools,0,0,🔴 Priti Patel,on anti-vaxx protests outside schools across England .,🔴Priti Patel has called for a crackdown on anti-vaxx protests outside schools across England
615,A BBC journalist,has apologised for rude and immature comments about the monarchy,0,0,A BBC journalist,for rude and immature comments about the monarchy .,A BBC journalist has apologised for  rude and immature  comments about the monarchy
616,the Government,was wasting the money,Royal Yacht Britannia,0,0,0,"🗣️Nick Thomas-Symonds, the shadow home secretary, said the Government was  wasting  the money on a successor to the Royal Yacht Britannia"
617,The EU,has excluded seven Russian banks,EU,0,The list,seven Russian banks from the global Swift network .,"🇪🇺The EU has excluded seven Russian banks from the global Swift network.

The list did not name two major Russian banks, Sberbank and Gazprombank, which were left connected to Swift to allow EU countries to pay for Russian gas and oil deliveries"
618,the Government,has recommended after a campaign,0,0,a campaign,"Unexploded bombs should be detonated quietly to protect dolphins ,","Unexploded bombs should be detonated quietly to protect dolphins, the Government has recommended after a campaign led by Joanna Lumley"
619,The UK and delegates from over 50 countries,staged a walk,0,Tuesday,The UK,as Russian defence minister Sergei Lavrov addressed members Read more,"🔴 The UK and delegates from over 50 countries staged a walk out of the UN Human Rights Council in Geneva on Tuesday as Russian defence minister Sergei Lavrov addressed members

Read more here 👇"
620,millions for the NHS,Find out more,0,0,0,"As well as saving lives , cutting down on adverse","💸As well as saving lives, cutting down on adverse drug reactions could save millions for the NHS

Find out more about the test here ⤵️"
621,the children,were simply scared by being in unfamiliar surroundings,0,0,critics,were simply scared by being in unfamiliar surroundings .,"Some readers said critics should see the dialogue and plot in the context of  baddies  pursuing the princess, and suggested that the children were simply scared by being in unfamiliar surroundings.

Others have said it was Islamophobic"
622,Levine,is most interested in improving our healthspan that we,0,0,Levine,most interested in improving our healthspan – the number of,"⏳Levine is most interested in improving our  healthspan  – the number of years that we can expect to live disease-free. 

Read the full story 👇"
623,0,0,0,May 2020,128 incidents,of high - profile incidents .,"⛪In all, 128 incidents have occurred across 35 US states since May 2020, according to the US Conference of Catholic Bishops, which began tracking the attacks following a number of high-profile incidents"
624,curriculum,is taught,0,0,0,a clear focus on the curriculum and on how it,"✏️  To win this battle, ministers must engage with the argument and maintain a clear focus on the curriculum and on how it is taught  | Writes Nick Gibb"
625,Moscow,gaining advantage in pursuit of major city,0,0,Moscow,"the east fall , Ukrainian soldiers step up offensive to","🔴As settlements in the east fall, Ukrainian soldiers step up offensive to stop Moscow gaining advantage in pursuit of major city"
626,a Manger,has fired a fresh warning shot,0,0,a Manger,a fresh warning shot over its future as it races,☕Pret a Manger has fired a fresh warning shot over its future as it races to delay debt repayments following two years of lockdown turmoil
627,ITV,will extend its evening bulletin,0,0,it,a new challenge from Piers Morgan on Rupert Murdochs new,📺 ITV will extend its evening bulletin to an hour as it faces a new challenge from Piers Morgan on Rupert Murdochs new channel TalkTV
628,0,0,0,0,PM orders,The front page of todays Sunday Telegraph : PM orders,"The front page of todays Sunday Telegraph:

PM orders return to masks and isolation

Sign up for the Front Page newsletter"
629,She,spoke to any,0,0,some,She barely spoke to any of her clients ; some,"She barely spoke to any of her clients; some never bothered to learn her name. 

🔴Still, she got to know them intimately 

📸Netflix"
630,0,0,0,0,0,a post-Brexit opportunity to slash red tape and taxes .,Business leaders have accused Boris Johnson of squandering a post-Brexit opportunity to slash red tape and taxes
631,the woman in Rubizhne,was trapped after Russians,0,0,emergency services,services miraculously saved her life .,"🔴As the woman in Rubizhne was trapped after Russians shelled her property, emergency services miraculously saved her life"
632,President Joe Biden,refused to take questions,0,Monday,his aides,from American reporters before his aides chivvied them away from,❌President Joe Biden refused to take questions from American reporters before his aides chivvied them away from a meeting with Prime Minister Boris Johnson on Monday
633,the SA win,ranks amongst Eddie Jones,0,0,We,"the young pack &amp; its the World Champions , its","We havent seen a display of that magnitude since NZ in 2019 

 Given the talk about the young pack &amp; its the World Champions, its right up there 

@brianmoore666 &amp; @RachaelBurf12 discuss where the SA win ranks amongst Eddie Jones best

Download👇"
634,They,are now a protected species,0,0,They,a concerted reintroduction effort backed by the Government .,🔴They are now a protected species found across the country after a concerted reintroduction effort backed by the Government
635,we,slow down communication,0,0,we,"only moderate our reactions , but we eliminate anxieties about","📱  When we slow down communication, we not only moderate our reactions, but we eliminate anxieties about waiting for people’s responses. There is none of the anxiety of a message being left on read"
636,❌ Priti Patel,is preparing to go to war as she,0,0,❌ Priti Patel,with big tech companies as she pushes for them to,❌ Priti Patel is preparing to go to war with big tech companies as she pushes for them to ban  legal but harmful  content generated by users
637,NEW,follow our liveblog,0,0,0,the latest updates follow our liveblog 👇 .,"🔴NEW:Gareth Southgate names England squad for World Cup qualifiers

For the latest updates follow our liveblog👇"
638,Its,to treat the matter,0,0,Its easier,Its easier to treat the matter with levity when its,🏉 Its easier to treat the matter with levity when its not your legs being cut to pieces playing rugby every weekend
639,0,0,Europe,0,0,are susceptible to Covid is one of the lowest in,"🔴 The number of people in England who are susceptible to Covid is one of the lowest in Europe, analysis has shown"
640,0,0,0,0,0,in Ukrainian refugees will only get the £ 350 -,🔴Britons who take in Ukrainian refugees will only get the £350-a-month payments for the first year despite their stay in the country lasting for up to three years
641,The science behind the vaccine - ChAdOx -,can potentially be adapted for a wide range,0,0,0,can potentially be adapted for a wide range of diseases,"💉 The science behind the vaccine - ChAdOx - can potentially be adapted for a wide range of diseases

This article is currently free to read 🔓"
642,"George Osborne , the chairman of the British Museum ,",has been criticised for defending the Colston four,0,0,activists,A senior Tory questioned how he would feel if activists,"George Osborne, the chairman of the British Museum, has been criticised for defending the  Colston four .

A senior Tory questioned how he would feel if activists targeted the Elgin Marbles"
643,Greyhounds in Scotland,are being drugged with cocaine to make them,0,0,they,"run faster , campaigners told Holyrood as they argued the","Greyhounds in Scotland are being drugged with cocaine to make them run faster, campaigners told Holyrood as they argued the sport is  beyond reform  and should be banned"
644,War in space,is here today,0,today,0,will almost certainly have to be an international effort .,"War in space is here today.
 
Can the threats be met and reduced? Yes: but it will almost certainly have to be an international effort.
 
Read more⬇️"
645,Ukraine,counts the brutal cost,0,0,0,the fallen mourn the sacrifices made by their loved ones,🇺🇦 Friends and family of the fallen mourn the sacrifices made by their loved ones as Ukraine counts the brutal cost of defending its territory
646,Russia,fired missiles into Kyiv,0,Thursday,Russia,At least 10 people have been injured after Russia fired,"🔴 At least 10 people have been injured after Russia fired missiles into Kyiv on Thursday, during a visit by UN Secretary General Antonio Guterres.

Follow the latest updates from Ukraine in this  ⤵️"
647,Christian Wakeford,was reported to have called the former Tory MP,0,earlier this month,Christian Wakeford,the former Tory MP for North Shropshire a c ---,🔴 Christian Wakeford was reported to have called the former Tory MP for North Shropshire a  c---  during voting in Parliament earlier this month
648,Delvey,"was n’t beautiful , charming or even remotely nice",0,0,because she pretended to be rich .,"was n’t beautiful , charming or even remotely nice .","📺 The rub was that Delvey wasn’t beautiful, charming or even remotely nice. She was welcomed into elite circles simply because she pretended to be rich"
649,The omicron epidemic,"is being driven by young , vaccinated people , according to mounting data",0,0,0,"by young , vaccinated people , according to mounting data","The omicron epidemic is being driven by young, vaccinated people, according to mounting data from countries as diverse as the UK, Denmark and South Africa"
650,Hundreds of seven - week - old puppies,will be given six tasks,0,0,they,a suitable blind companion .,🦮 Hundreds of seven-week-old puppies will be given six tasks to gauge their personality and see if they would make a suitable blind companion
651,Unrest in Portland after US teenager Kyle Rittenhouse,cleared of shooting two,0,0,0,two dead .,🔴NEW: Unrest in Portland after US teenager Kyle Rittenhouse cleared of shooting two dead
652,the war,",",0,0,0,through diplomatic means 👇 .,"🇦🇷 What do Argentinians think of the Falklands now?

Forty years on from the war, a majority of people in Argentina havent given up hope of reclaiming the islands – through diplomatic means 👇"
653,Lord Rothermere,has claimed victory,0,0,Lord Rothermere,owner private after winning enough support from shareholders .,📰 Lord Rothermere has claimed victory in his bid to take the Daily Mail owner private after winning enough support from shareholders
654,the full guide,from @LindaBlairPsych,0,0,0,the full guide from @LindaBlairPsych 👇 .,Read the full guide from @LindaBlairPsych  👇
655,the super-rich,fortify their homes,0,0,0,the super-rich fortify their homes 👇 .,"🔑 Serenity rooms
✈️ Drone jammers
🚪 Reinforced steel doors

Heres how the super-rich fortify their homes 👇"
656,Mr Lahoda,is pondering when to break the news,0,0,Mr Lahoda,"looking forward to seeing his daughter , who just gave","Mr Lahoda is pondering when to break the news of Mr Petrenko’s death to his family.

He was looking forward to seeing his daughter, who just gave birth to a grandchild that he will now never see.

 She’s breastfeeding. I don’t want to distress her , said Mr Lahoda"
657,0,0,0,0,0,A distinctly British celebration .,📸 Pictured: A distinctly British celebration
658,it,is aggression against women and needs to be treated as seriously,0,0,it,as seriously ; our lives depend on it .,Flashing is not a joke; it is aggression against women and needs to be treated as seriously; our lives depend on it.  | Writes @EleanorMills
659,0,0,Kremlin,0,BREAKING : BP,energy giant Rosneft as it fuels Vladimir Putins assault on,🚨 BREAKING: BP has been forced to cut ties with the Kremlin-controlled energy giant Rosneft as it fuels Vladimir Putins assault on Ukraine
660,Zelensky,tells US ➡️ Children,0,0,0,key developments overnight ➡️ UK will support Ukrainian resistance ➡️,"key developments overnight

➡️UK will support Ukrainian resistance 
➡️I need ammunition, not a way out, Zelensky tells US 
➡️Children injured as fighting intensifies in Kyiv 

Read more 👇"
661,your,’ve ever felt the shock,0,0,you,you already know that battling middle - age weight gain,"🤷‍♂️If you’ve ever felt the shock of not recognising your own body, you already know that battling middle-age weight gain is as much psychological as it is physical.

Why does middle-age weight gain happen? And how can you stop it?

Thread 🧵⬇"
662,The SNP,did n’t need to embrace Sinn Féin,0,0,0,did n’t need to embrace Sinn Féin ; they chose,✍️ The SNP didn’t need to embrace Sinn Féin; they chose to. That should tell us something  | Writes @MrTCHarris
663,0,0,Grosvenor Square,0,0,most fashionable residences for more than 300 years .,"✒️Immortalised by Charles Dickens, Jane Austen and Oscar Wilde, Grosvenor Square has been one of Britain’s most fashionable residences for more than 300 years"
664,0,0,0,0,0,out modern slavery will be undermined by alarming plans by,"⚠️ Police efforts to root out modern slavery will be undermined by  alarming  plans by Priti Patel to put a time limit on victims’ asylum claims, say two senior independent watchdogs"
665,One year on from its bloody military coup Myanmar,is now one,0,0,0,its bloody military coup Myanmar is now one of the,🇲🇲One year on from its bloody military coup Myanmar is now one of the most dangerous places in the world to be a doctor or nurse
666,0,0,0,0,A man,an explosion in Birmingham,🔴 A man has suffered life-threatening injuries and a house has been destroyed after an explosion in Birmingham.
667,the Office for National Statistics,has found,0,0,"Just 4,924 fraud offences",0,"📊 Just 4,924 fraud offences led to a charge last year out of more than five million scams reported, the Office for National Statistics has found"
668,0,0,0,0,there,"an evil genius , there is a distinct lack of","♟  For a man caricatured as an evil genius, there is a distinct lack of genius in Dominic Cummings’s evil plan to get rid of the Prime Minister  

Read the latest analysis from @GordonRayner"
669,0,0,0,0,0,- anywhere flats 👖 Straight trousers .,"🥼White shirt
🥿 Go-anywhere flats
👖Straight trousers"
670,0,0,South,0,0,❌ Endemic use of chewing tobacco is driving a growing,"❌Endemic use of chewing tobacco is driving a growing epidemic of oral cancer across South Asia, particularly among the youth, experts have warned"
671,BBC blockbuster,Come Dancing returns,0,this Saturday,0,blockbuster Strictly Come Dancing returns to our screens this Saturday,BBC blockbuster Strictly Come Dancing returns to our screens this Saturday for its 19th series
672,Madhosingh,sees is poor sleep habits,0,0,she,"an executive coach , says one of the most common","Symptoms of burnout can manifest differently in different people.

Dr Samantha Madhosingh, a psychologist who now works as an executive coach, says one of the most common she sees is poor sleep habits 💤"
673,North Macedonia ’s,rugged,Krivolak,0,0,"eight different nations , will work together on North Macedonia","🔴As part of the exercise 3,000 personnel from eight different nations, will work together on North Macedonia’s rugged Krivolak training range to secure and defend a foothold in the simulated hostile territory, and then take the offensive"
674,The UK Government,is funding Syrian prisons,0,0,The UK Government,funding Syrian prisons holding hundreds of children of Islamic State,"The UK Government is funding Syrian prisons holding hundreds of children of Islamic State members, the Telegraph can reveal, with some of those detained as young as two.

Here we present a partial picture of what they are like inside.  

Thread 🧵👇"
675,0,0,0,Tuesday,0,As many as a quarter of the Governments team of,🔴 As many as a quarter of the Governments team of ministerial aides are on resignation watch ahead of a dramatic  Super Tuesday  series of votes on controversial new coronavirus restrictions
676,Losing AirPods,Welcome to the world,0,0,0,0,"🎧 Losing AirPods
👑 Watched by the Queen
🍫 Chocolate to celebrate 

Welcome to the world of Emma Raducanu"
677,[ The guards ] sometimes,left the cell door,0,0,0,Being alone was awfully hard for me .,"Being alone was awfully hard for me. [The guards] sometimes left the cell door open. They said they knew I was innocent. 

Read the extract in full here ⬇️"
678,Beijing,is using strict quarantine rules,0,0,Beijing,sending false Covid infection alerts to protesters in order to,"🇨🇳 China has been accused of sending false Covid infection alerts to protesters in order to ban them from demonstrations, raising fears that Beijing is using strict quarantine rules to control its population"
679,We,may not be out of the dark woods yet,0,Christmas,there,the light fear dissolves | Telegraph View .,"We may not be out of the dark woods yet, but Christmas is a declaration that beyond the gloom there is light, and in the light fear dissolves  | Telegraph View"
680,Ukraine ’s top chefs,are playing in keeping the country,0,0,A British filmmaker,A British filmmaker is documenting the role Ukraine ’s top,A British filmmaker is documenting the role Ukraine’s top chefs are playing in keeping the country fed and morale up
681,I,saw,0,0,None of them,Every adolescent I saw was immaculately contoured and exhaustingly glam,"Every adolescent I saw was immaculately contoured and exhaustingly glam. None of them were, for example, weeping eyeliner into their side fringe against a rainy bus window while pretending to read Dostoyevsky"
682,the CPS,has announced,0,0,actor Kevin Spacey,0,"🔴Oscar winning actor Kevin Spacey has been charged with four counts of sex assault against three men, the CPS has announced"
683,A British man fighting in Ukraine,was paraded on Russian television night after being captured,0,0,0,🔴 Russian state TV parades captured Briton Aiden Aslin .,"🔴 Russian state TV parades captured Briton Aiden Aslin.

A British man fighting in Ukraine was paraded on Russian television on Thursday night after being captured and apparently severely beaten ⬇️"
684,Brexit,face the axe,0,0,0,of civil service jobs created to tackle the pandemic and,❌ Thousands of civil service jobs created to tackle the pandemic and Brexit face the axe as the Treasury attempts to rein in soaring Whitehall headcounts
685,the citys mayor,has said,0,0,Russia,the Ukrainian capital of Kyiv striking at least two residential,"🔴 Russia has attacked the Ukrainian capital of Kyiv striking at least two residential buildings, the citys mayor has said.

 [The rescuers] have pulled out a seven-year-old girl. She is alive. Now theyre trying to rescue her mother  ⬇️"
686,"The Wahlberg family in Oldham , Greater Manchester ,",claimed to have seen shadowy figures and noticed objects,0,0,"Naomi Hudson Reed , an interior designer ,","seen shadowy figures , strange smells and noticed objects going","👻 The Wahlberg family in Oldham, Greater Manchester, claimed to have seen shadowy figures, strange smells and noticed objects going missing. 

👣 Naomi Hudson Reed, an interior designer, heard ghostly footsteps in her home at Clyst St Mary, Devon."
687,The forced organ harvesting market,is lucrative,0,0,0,"is lucrative , and some western experts now suspect they","The forced organ harvesting market is lucrative, and some western experts now suspect they unwittingly promoted medics responsible for it"
688,0,0,0,0,Older women who enjoy a regular tipple,🍷 Older women who enjoy a regular tipple have a,"🍷Older women who enjoy a regular tipple have a better quality of life than those who abstain, or drink at very low levels, research suggests"
