,who,text
5081,they,"🔴 It’s hard to separate fact from myth when talking about the Vagnerovtsi, as they are known in Russian.

Are they the grizzled and scarred veterans of Russian propaganda – or fat supermarket security guards trying to recapture their glory days?"
5082,0,"🔎Inside the Wagner Group: Who are the Russian mercenaries that have been sent to kill President Zelensky?

Thread 🧵"
5083,"A month into Vladimir Putin ’s disastrous invasion of Ukraine , Russia","🔴A month into Vladimir Putin’s disastrous invasion of Ukraine, Russia appeared to defy reality this week as it claimed success in the  first stage  of the war and announced it was moving on to the next phase of operations"
5084,Western leaders,"✍  Western leaders applaud their new-found unity, but seem wholly unprepared for the destabilising new normal unleashed by Putins aggression  | Writes Janet Daley"
5085,me,"✍️  The most depressing mailshots are those pressing me to finance my own funeral plan pronto... I don’t even get a free pen,  writes Jan Masters"
5086,Emmanuel Macron,"🇫🇷 French forces could be dispatched to Ukraine as Emmanuel Macron plans an evacuation mission to save up to 100,000 Ukrainians from the besieged port city of Mariupol"
5087,I,"📖  I read those lines in tears, then found myself humming along and laughing .

Sarah Hughess Holding Tight, Letting Go and Freddy Taylor’s Don’t Put Yourself on Toast face mortality head-on – and teach us how to live 👇"
5088,The Government,"🏦  The Government has announced a new  kleptocracy cell  will be created at the National Crime Agency, the force once dubbed  Britain’s FBI"
5089,0,"🔴 The slow advance of Russian troops is preventing large-scale evacuations from Chernigiv.

 City officials can no longer arrange humanitarian corridors or evacuate the wounded,  said Chernigiv mayor Vladislav Atroshenko"
5090,0,🔴NEW: Missiles strike city near Polish border during Joe Bidens Warsaw visit
5091,Russia,"🔴 Turkeys military deactivated a mine on Saturday that had drifted in from the Black Sea, setting off a loud explosion north of Istanbul.

Days earlier, Russia warned several mines had washed away from Ukrainian ports"
5092,your,"🌞 If you have struggled to keep everyone happy on your family holidays, or just need a tip for this summer, our travel experts want to hear from you 👇"
5093,workers at the defunct Chernobyl nuclear power plant,🇺🇦 Brave Ukrainians faced down Russian gunfire and explosives in a show of defiance after invading troops seized control of a town where workers at the defunct Chernobyl nuclear power plant live
5094,NEW,🔴NEW: Missiles strike city of Lviv near Polish border
5095,The Economist,"🗣️  The Economist seems to think that virtuous self-denial would be a good way to help end energy dependency on Russia, an approach that runs directly counter to the magazine’s supposed foundation: economics  | Writes @CitySamuel"
5096,shelter in the theatre,🔴 Some of those taking shelter in the theatre were pregnant women who had just been rescued from Mariupol’s maternity hospital after it was hit by Russian air strikes on March 10
5097,Many older models,"🟤 Older burglar alarms will stop working as a direct result of BT’s plan to replace traditional copper landlines with broadband technology.

Many older models will soon become redundant meaning customers face paying over £500 to replace them"
5098,Chernobyl worker town protest,"📱 Watch: Residents of Chernobyl worker town protest after Russian forces seize it.

Russian forces have seized the town housing Chernobyl nuclear plant workers and kidnapped the mayor, according to Ukrainian officials"
5099,The star,"🔴 Update: Police say the cause of Taylor Hawkins death may be related to drugs.

The star was found unresponsive in his hotel room on Friday at the Four Seasons Casa Medina, in the Colombian capital of Bogota"
5100,0,🔍 Why anti-vaxxers are starting new lives in exclusive tropical communes
5101,0,⛰️ A dozen military wives have become the first all-female team to recreate a daring Second World War mission
5102,these organisations,"Arthur Goldwag, author of the book Cults, Conspiracies, and Secret Societies, says that these organisations are opportunistic’, focused on trying to make a little money out of people’s fear, ignorance, and alienation’.

Read the full story here 👇"
5103,The pandemic,"🔍 The pandemic has set the scene for conspiracies to flourish.

Research has also shown significant cross-pollination with other conspiracy theories – including QAnon, the online phenomenon that prompted the storming of the US Capitol last year – giving rise to a cultic milieu"
5104,"Last June , Paraguay","📈 Last June, Paraguay recorded the highest Covid death rate per capita in the world.

📱 At the same time, Paraíso was posting videos of its parties to its nearly 7,000 YouTube subscribers: an advert for the freedom they believe the pandemic has denied them."
5105,"El Paraíso Verde , which simply means The Green Paradise ’ ,","El Paraíso Verde, which simply means The Green Paradise’, was established in August 2016. 

🗣️ Its founders say they were pursuing the dream of a better life and a future outside the Matrix’, fleeing socialist trends around the world’"
5106,these attempts,"🔴 Together, these attempts represent a growing movement by lockdown and vaccine sceptics to separate from mainstream society and form their own communities, much as hippies and new age believers did in the 1960s and ’70s"
5107,These self - described freedom seekers,These self-described freedom seekers are on a mission to reclaim the word woke’ – often associated with Western social progressives
5108,vaccine refuseniks from from around the globe,"❌ Since the pandemic began, vaccine refuseniks from from around the globe have moved in their hundreds to locations such as the African archipelago of Zanzibar and organisations like Liberty Places, that promise to build a life raft’ to escape the Covid lunacy’ of Europe"
5109,its fenced - off perimeter lies the world ’s largest settlement for,"🌍 Within its fenced-off perimeter lies the world’s largest settlement for awakened’ people from across the globe –

A so-called safe space for Covid sceptics to seek freedom from  5G, chemtrails, fluoridated water, mandatory vaccinations, and healthcare mandates"
5110,a retreat under the hot South American sun,"This could be any holiday compound; a retreat under the hot South American sun, writes @charlottelytton and @iododds.

 🏖️ Yet El Paraíso Verde is no ordinary destination…"
5111,"Two fashionable sets , Regency England and the Hooray Henrys of 1980s Chelsea ,","👛 Two fashionable sets, Regency England and the Hooray Henrys of 1980s Chelsea, may have been separated by 250 years, but each captured a unique moment in history – and style, writes @melissatwigg17"
5112,Ukraines deputy prime minister Iryna Vereshchuk,"🇺🇦 Agreement has been reached on the establishment of 10 humanitarian corridors on Saturday to evacuate civilians from front line hotspots in Ukrainian towns and cities, Ukraines deputy prime minister Iryna Vereshchuk has said"
5113,new lives in exclusive tropical communes,"💉 Why anti-vaxxers are starting new lives in exclusive tropical communes

​​​Promised a lush escape from the open prison’ of the West, sceptics are moving away in search of a free’ life - but what are these settlements for the awakened? ⬇️"
5114,@trim_obey,"🏆 Ahead of this years Academy Awards, @trim_obey looks back at the biggest shocks and surprises since its first ceremony in 1929 👇"
5115,🇬🇧 Britain,"🇧🇪🇬🇧Britain is paying Belgium £10 million for security and surveillance measures to deter Channel migrants, with the numbers crossing having trebled in three months"
5116,0,"🔴 Russian forces have seized the town housing Chernobyl nuclear plant workers and kidnapped the mayor, according to Ukrainian officials

Follow the latest here 👇"
5117,this years Oscars,"🏆 With mid-speech protests now a thing, it seems likely that well be hearing actors talking about Ukraine from start to finish.

Will this years Oscars be the most political yet? ⬇️"
5118,The Telegraph,"🏫 Grammar schools are to be protected in a new White Paper, The Telegraph has learned, as MPs call for selective school pilots in Red Wall seats"
5119,the Queen,"👑 Long before the term power dressing’ was even coined, the Queen was showing the world how it was done.

See how the Queens style has evolved through the decades here 👇"
5120,the intelligence services,"🗣️  With cracks emerging in the Russian president’s inner circle, the intelligence services must now target other top figures that they think can be persuaded to follow Chubais’s brave example and defect  | Writes @benjaminmarlow"
5121,I,"When I hear somebody say How could those agents send those young women into a meeting in a hotel room?’, my answer is Try stopping them. 

Read @robbiereviews interview with Ethan Hawke here 👇"
5122,my,"🗣️  As my instincts tell me that The Last Leg’s producers stitched me up a bit, I am just pausing to make sure, as we all really should when criticising, that I’m not just looking in a mirror  | Writes @VictoriaCoren"
5123,The Russian assault on Ukraine,"🔴 The Russian assault on Ukraine is being hampered as most of its best missiles are failing to work properly, US officials have said"
5124,Moscows claims,"⚠️ A Government minister has warned that Moscows claims should be treated sceptically after claims they may be scaling back the conflict.

Kit Maltouse said:  Theres an awful lot of misinformation and disinformation flying around in this awful conflict"
5125,Ukraine,"🇺🇦 Shelled city in north Ukraine fears becoming next Mariupol.

Surrounded by Russian forces and under constant bombardment, Chernihiv currently has no electricity, heating or running water ⬇️"
5126,the full analysis,"🇷🇺 Even if sanctions do not collapse the economy, Russians will undoubtedly become poorer, writes @tomelleryrees and @Tim_Wallace.

Read the full analysis here 👇"
5127,The Duke of Cambridge,"🔴 The Duke of Cambridge has acknowledged the debates over republicanism that have plagued much of the royal Caribbean tour in a last-minute change to a speech delivered in Nassau, the Bahamas"
5128,London ’s favourite Russian restaurant,"🍽️ Despite war in Ukraine, London’s favourite Russian restaurant is going great guns, writes @MrGuyKelly.

Read about Novikov, the Mayfair restaurant owned by Putin’s favourite restaurateur👇"
5129,NEW,"🔴 NEW: Russian forces have taken control of the town of Slavutych, where workers at the defunct Chernobyl nuclear plant live

Read the latest here 👇"
5130,UK companies,"🍽️ For more than a decade, UK companies have committed to eliminate deforestation linked to the use of palm oil in their supply chains.

Yet the war in Ukraine is forcing some to potentially row back on these pledges 👇"
5131,The Chancellors,"📈 The Chancellors tax cuts offset just a quarter of last years rises.

@_Harry_Brennan_ explains how Middle England can protect itself from Rishi Sunaks tax raid 👇"
5132,Russia,"🗣️ Russia is pulling back from urban warfare as it tries to  limit its own already considerable losses , British intelligence officials have said. 

Follow the latest on our liveblog here ⬇️"
5133,Putin,"Ukraine-Russia morning briefing:

🔴Russia wont give up territory for peace
🔴UK to fund £2m of food supplies for Ukrainian cities
🔴Calls for free world to stand against Putin
🔴Western sanctions wont sway Kremlin
🔴Slain Russian generals named"
5134,Britain ’s most elite university society,"🎓 Bastion of free speech or stymied by modern woke culture?

Britain’s most elite university society is debating its future, writes Daisy Dunn 👇"
5135,0,"🔴 Who are the Russian mercenaries, famed for their bloody reputation, that have been sent to Ukraine to kill President Zelensky?👇"
5136,Emma Raducanu,"🎾 Emma Raducanu has hit out at critics of her sponsorship deals and insisted commercial work does not distract her from tennis, despite her faltering form"
5137,The Rustat judgment,"🗣️  The Rustat judgment should encourage all lovers of heritage to resist such removals, backed by the law. It should also deter all leaders and institutions tempted to play to the woke gallery  | Writes Charles Moore"
5138,Biden ’s pride in his career,"🗣️  Experience isn’t the same as competence, and Biden’s pride in his career is undermined by his long record of messing things up  | Writes Freddy Gray"
5139,Russia,🗣️ Ukrainian president Volodymyr Zelensky has called on energy producing countries to increase output so that Russia cannot use its oil and gas wealth to  blackmail  other nations
5140,we,"👑 In celebration of The Queen’s Platinum Jubilee, we would like to hear about your memories of meeting or seeing Her Majesty The Queen 👇"
5141,Vladimir Putin,"🇷🇺🇺🇦  Vladimir Putin cannot end this reckless, ridiculous and illegal adventure without the Donbas. Equally though, Mr Zelensky cannot allow the area to fall. 

@DomNicholls explains why the Kremlin’s apparent retreat could be Ukraine’s moment of peril ⬇️"
5142,Rishi Sunak,🔵 Rishi Sunak is to rake in an extra £2.2bn in inheritance tax as surging inflation and rising house prices drive up the cost for grieving families
5143,"Taylor Hawkins , drummer of rock band The Foo Fighters","🔴 Taylor Hawkins, drummer of rock band The Foo Fighters has died, the band has announced.

The band said it was  devastated by the untimely loss  and asked for the privacy of his family to be respected.

Read the full story here ⬇️"
5144,Sunaks,"🔵 Boris Johnson wanted to use Rishi Sunaks Spring Statement to guarantee cheaper energy bills for millions of households next winter, he has told allies – but he failed to get the plan past the Chancellor"
5145,The council,"The council blames beach erosion and obstruction of the Spa Pavilion promenade in Felixstowe for its decision, but owners are having none of it"
5146,Putin,"🇺🇦 Officials warned against complacency and pointed out that by regrouping in the east Putin could be planning to encircle and capture Ukraines best fighting units.

Read the full story here 👇"
5147,Moscow,"Western officials were cautious about the apparent switch in strategy on Friday.

🗣️ A US official travelling with Joe Biden, the US president, said they would wait to see if Moscow had truly changed course"
5148,the Russian army,⚠️ The move would back up Western intelligence briefings which have said the Russian army is seriously depleted after a month of fighting that has been much harder than it expected
5149,the Kremlin,🇷🇺 It is the first sign that the Kremlin may be looking for a way to end the military campaign and present the war as a success to its domestic audience
5150,Vladimir Putin,"🗣️ Colonel-General Sergei Rudskoy said the  main objectives of the first stage of the operation have generally been accomplished , even though Vladimir Putin has previously said he wanted to take Kyiv, the capital, and topple Volodymyr Zelenskys government"
5151,The Kremlin,"🔴 The Kremlin has given the first indication that it plans to scale back its invasion of Ukraine as an army chief said its  main goal  was now the  liberation  of the Donbas region.

🔓This article is currently free to read ⬇️"
5152,man,The man who would be PM talks about the lessons he learned as Health Secretary
5153,0,Experts stressed that hospitals should routinely test Covid-19 patients for influenza to reduce the risk
5154,Kyrell Matthews,Kyrell Matthews was left with 41 rib fractures and internal injuries after weeks of cruelty by Kemar Brown and mother Phylesia Shirley
5155,"Taylor Hawkins , the drummer for rock band Foo Fighters ,","Taylor Hawkins, the drummer for rock band Foo Fighters, has died at the age of 50."
5156,Ukraine,"Volodymyr Zelensky has insisted that Ukraine will not surrender any of its territory as the price of peace

Follow the latest updates in our live blog 👇"
5157,Kremlin,"🔴 Kremlin says it will focus on liberation’ of the Donbas region, in a sign it may be looking to end military campaign after weeks of stalemate"
5158,Resistance in Mariupol,"🔴 Resistance in Mariupol does not have long left, but a fresh attack is on the horizon"
5159,Michael Lynk,🗣 Michael Lynk told the Human Rights Council that Israel has a this is all ours’ mentality
5160,Prime Minister,🔴 Prime Minister tells friends he wanted action to reassure consumers that costs will not spiral again when prices next set in October
5161,Amos Wilsher,Amos Wilsher targeted elderly and vulnerable people’ by breaking into their homes and stealing thousands of pounds worth of valuables
5162,the mass,A P&amp;O vessel has been detained in Northern Ireland on Friday night over fears it may be  unfit to sail  following the mass lay-off of workers
5163,up to six in 10 victims,🔴 Data revealed by new local justice scorecards help to explain why up to six in 10 victims withdraw from their case or refuse to cooperate
5164,A video on a pro-Kremlin site,🔴 A video on a pro-Kremlin site shows the FSB arresting and interrogating a man with the codename of The Baby’
5165,Prime Minister,🔴 Prime Minister tells Xi Jinping that pressure should be put on Russia in frank and candid’ 50-minute call
5166,0,"🏫 Officials are hoping to replicate the success of schools in the capital – such as the London Academy of Excellence, nicknamed the  Eton of the East End  – which are highly successful at sending students from poor households to Oxbridge"
5167,Derek Mackay under scrutiny after Nicola Sturgeon,Derek Mackay under scrutiny after Nicola Sturgeon suggested he alone had signed off on catastrophic ships deal
5168,they,🔴 Western official tells The Telegraph they fully expect’ an attempt to stage a false flag’ operation soon
5169,NEW : Ukrainian forces,🔴NEW: Ukrainian forces launch counter-offensive in Russian-controlled Kherson
5170,The Foreign Office,"🔴 The Foreign Office has apologised after it accidentally shared the email addresses of dozens of Ukrainian people seeking refuge in Britain.

The leak occurred when it delivered a mass email asking relevant parties if they had been able to leave Ukraine"
5171,0,"The front page of tomorrows Daily Telegraph:

Russians prepare to scale back invasion



Sign up for the Front Page newsletter"
5172,Russia,"🗣 Russia uses  old methods of warfare , the head of Ukraines defence intelligence agency said Friday.

 The Ukrainian army has shown that the Russian army as the second army in the world is a big myth, and its just a medieval concentration of manpower"
5173,The Prime Minister,🔴 The Prime Minister has been holding talks with other leaders about ending the addiction to Russian supplies
5174,0,⚡ Rape victims wait nearly three years for justice in worst-performing areas
5175,Baird,"Dame Vera Baird, the victims’ commissioner, said the scorecards exposed  regional discrepancies, best practice and weak links .

She has warned that rape was in danger of being decriminalised because of the low charging and prosecution rates"
5176,many victims,"The delays, combined with the trauma of reliving the attack in court and digital interrogation of their phones, go some way to explaining why many victims withdraw from their cases"
5177,The data,"The data showed that rape victims in North Yorkshire faced a potential wait of 1,046 days from reporting the offence to the verdict in crown court.

The data were broken down into local areas for the first time on Friday"
5178,"justice on average in the worst - performing areas of England and Wales , new Ministry of Justice scorecards","⏱ Rape victims are being forced to wait nearly three years for justice on average in the worst-performing areas of England and Wales, new Ministry of Justice scorecards reveal"
5179,0,"🔴 Up to six in 10 rape victims withdraw from their case or refuse to cooperate.

Data revealed by new local justice scorecards reveal why

Thread ⬇"
5180,Simon Case,🔴 Simon Case becomes latest high-profile Downing Street figure to receive questions from the Met
5181,Kremlin,🔴: Kremlin turns to liberation of Donbas region and JK Rowling responds to Vladimir Putin
5182,the war in Ukraine,"🔴 It is the latest sign of Russian troops growing disgruntled with their senior officers, as the war in Ukraine drags on"
5183,A vote of no confidence in the former national cricket captain,🏏 A vote of no confidence in the former national cricket captain will begin on Monday
5184,Vladimir Putin,🔴 Vladimir Putin has signed into law a bill that condemns people who publish  fake  information about Russias military operations abroad to face jail time of up to 15 years
5185,city,"🔴 Ukrainian forces have launched a counter-offensive in Kherson, the only major city currently under the control of Russian troops, making it once again  contested , a senior US defence official has said"
5186,The UN,🔴 The UN said  mostly journalists and local community representatives  are being detained by troops
5187,0,"👑 Despite all the smiles, the glamour, the pomp and ceremony, an undercurrent of discontent lingered"
5188,0,🔴 The Pentagon says up to 60 per cent of the missiles used to attack Ukraine either did not launch properly or did not explode as expected
5189,0,🟢 Anti-war activists have adopted green – a mixture of the blue and yellow colours on the Ukrainian flag – as a symbol of resistance to counter the Kremlin’s  Z  logo
5190,0,🦀 Cuban crustaceans emerge early and in vast numbers after two years of peace and quiet during the pandemic
5191,The invading force,"🔴 Ukrainian civilians are being abducted and transported into regions controlled by Russia.

The invading force struggles to quell resistance in captured towns, the UN said"
5192,Kremlin,🔴 NEW: Kremlin to focus on complete liberation of Donbas region
5193,0,🖋 Speechwriters have been told to sell independence – and point out which policy areas are solely the responsibility of the UK Government
5194,The US,"🔴 The US sees Russia focusing on eastern Ukraines Donbas region, rather than the capital Kyiv, in what could be an effort to cut off Ukrainian forces in the area from the rest of the country"
5195,Russias defence ministry,"🔴 Russian forces have destroyed a major fuel depot outside Kyiv in a missile strike, Russias defence ministry claimed on Friday"
5196,Biden ’s red smudges ’,"Listen to this evenings Two-Minute Briefing from @TheChrisPrice, covering:
 
❌Biden’s red smudges’ may prevent chemical warfare
❌Covid cases rose by almost 1m in a week
❌The surprising ways daylight savings messes with your mind
 
Subscribe here"
5197,The French president,🇫🇷 The French president is still on track to win the re-election despite him dropping points in the polls this week
5198,Liz Truss,🔴Liz Truss is privately urging Rishi Sunak to release millions for a  new Marshall Plan  to rebuild Ukraine after the war with Russia
5199,"Simon Coveney , Irelands foreign minister ,","Simon Coveney, Irelands foreign minister, was taken off stage during a speech after a  suspect device  was discovered in a van near the venue in Belfast"
5200,doctors,"🦠Covid-19 infections have risen by nearly a million in a week, new data show, as doctors have been told not to turn away people who come early for their spring booster"
5201,The northern Ukrainian city of Chernihiv,"🔴The northern Ukrainian city of Chernihiv has been cut off by Russian forces, with its besieged population now enduring what local officials describe as a  humanitarian catastrophe"
5202,0,"Heres your evening briefing by @TheChrisPrice:
 
🔴 Biden ready to use nuclear weapons first

🦠 Disease with pandemic potential found in England

🗣️ Putin says Russia cancelled like JK Rowling"
5203,📴 Spotify,"📴 Spotify has suspended services in Russia.

A spokesperson for the platform said:  After carefully considering our options and the current circumstances, we have come to the difficult decision to fully suspend our service in Russia"
5204,The Prince of Wales,"💬The Prince of Wales has urged men to dismantle the  lies, words and actions  that lead to violence against women, in his first major intervention in the campaign to end  appalling attacks"
5205,Apple,"📴 Apple has suspended its Apply Pay service for Russias Mir card payment system, closing a loophole that had allowed Russians to keep using the digital payment service.

Apple initially restricted the use of Apple Pay in Russia on March 1"
5206,Ukraine,"🔴 Poland’s offer to send fighter jets to Ukraine is  still on the table,  the Polish deputy foreign minister said on Friday"
5207,The band,"Ukrainian rock band, Antytila, has offered to perform alongside Ed Sheeran via video link from Kyiv at an upcoming concert to raise money for Ukraine.

The band were armed and wearing battle fatigues when they appealed to Sheeran in a video on social media"
5208,Ukraine,⚡️ Ukraine war: The deadliest attacks and atrocities so far
5209,0,"💉Breakthrough could allow for speedy treatment of condition which can affect pregnant women, and could reduce number of preterm babies born"
5210,The bodies of 200 Russian soldiers,"The bodies of 200 Russian soldiers were reportedly collected near Chernihiv, a northern city on the route to Kyiv, after one clash on March 2 - the single biggest loss of life in the war reported so far.

Read the full story 👇"
5211,The data,🔴The data suggests that Russias offensive towards the Ukrainian capital of Kyiv as well as the attempt to take the port city of Mariupol have proved particularly costly in terms of its troop fatalities
5212,the UN,"➡️Similarly, by March 18 the UN had estimated at least 800 civilian deaths across Ukraine"
5213,the Russian troop death toll,"These military totals contrast with the higher US intelligence estimates at that time, which had put the Russian troop death toll at around 7,000 by March 17, and the Ukrainian toll at 1,500 already by February 28"
5214,the war,"🔴The database so far suggests that as of March 18 the war has seen at least 1,240 Russian military deaths, 243 Ukrainian military deaths and 731 civilian deaths"
5215,0,➡️Nonetheless the data provides an initial window into the human cost of the full-scale Russian invasion of Ukraine
5216,The analysis,"🔎The analysis draws on a database of reports of deaths compiled by ACLED that so far covers an estimated 2,273 fatalities in Ukraine between February 24 and March 18.

The estimates are conservative, with the true loss of life likely much higher"
5217,three civilians,"🔴The data also indicates that for every Ukrainian soldier reportedly killed in combat, three civilians have lost their lives as a result of Russian attacks on heavily populated areas"
5218,Joe Biden,🇺🇸 Joe Biden is prepared to use nuclear weapons in  extreme circumstances  after abandoning plans to drastically water down US policy
5219,Joanna Cherry,🔴Joanna Cherry warned that attempting to  draw parallels  between the conflict and independence  comes over as crass and insensitive
5220,The new arrangement between the EU and the US,"🔴The new arrangement between the EU and the US was sealed to help wean the bloc off its dangerous addiction to Russian energy, which has helped directly fund Vladimir Putin’s war machine in Ukraine"
5221,Russia,"🚨Russia appears to have lost more troops than Ukraine so far in the war, and has killed more civilians than Ukrainian soldiers, initial data suggests.

Around five Russian soldiers have died in the war for every Ukrainian soldier as of March 18 👇"
5222,The Prince,"👑The Prince, delivering a speech in Ireland, spoke warmly of the need to  laugh as we always laughed  in the understanding that  nothing is past, nothing is lost"
5223,Only under this Government,✍️ Only under this Government could a geostrategic shock of such magnitude be greeted by the possible sale of some of our best defence companies  | Writes @benjaminmarlow
5224,0,"🎥At least 1,300 were sheltering from the constant bombardment of Mariupol  when shelling hit on March 16

Read more here 👇"
5225,0,Read more about @WomensSports  campaign here ⤵️
5226,@J_Ennis,"It seems quite simple to me: pay everyone equally, and then there’s nothing to argue about. 

@J_Ennis explains why shes taking part in the  campaign ⤵️"
5227,Brown,"🏅Shaunagh Brown, who has combined winning international honours in athletics and rugby union with working as a firefighter and British Gas engineer, said she was  proud to be part of a campaign addressing an issue which can no longer be ignored"
5228,women,"Its £420,000

Champion cyclist Lizzie Deignan, whose Paris-Roubaix victory last year won a first prize of just £1,313 compared to more than £25k for the men, said: 

🗣️ Equal prize money sends out a clear message that women deserve equal recognition for their achievements"
5229,Cycling ’s Tour de France Femmes in July,"🚲Cycling’s Tour de France Femmes in July will offer the winner £42,000.

How much does the winner of the mens race win?"
5230,the pace of change,"🗣️ We must close both the gender pay gap and gender prize gap with real urgency, because the pace of change is still painfully slow,  said Stephanie Hilborne, chief executive of Women in Sport"
5231,Davies,"Its £3.5 million

Dame Laura Davies, a four-time major winner, said: 

🗣️ I hate the fact that many professional sportswomen have to get jobs on the side in order to afford to compete. That really takes its toll mentally, and it’s hardly inspiring for the next generation"
5232,0,⛳️How big is the expected gender pay gap in total prize money at the Open golf championships for men and women this year?
5233,0,"Its 20x higher

Steph Houghton, the England women’s football captain, said:

🗣️ Football clubs and sponsors are increasing investment into the sport more than ever before, but prize money seems to have a glass ceiling that needs to be broken. Let’s work together to"
5234,Euro 2020,"⚽️Euro 2020 saw the men’s teams split a prize fund of £275 million.

How many times more is this than the prize money for the womens Euro 2022?"
5235,➡️ Stark new research,"🥇 .@WomensSports  campaign is aimed at tackling the  shocking disparity  in prize money between men’s and women’s sport.

➡️Stark new research has revealed the profound impact it has on aspiring sportswomen

Heres the scale of disparity 🧵"
5236,Russia,"⚠️Russia will now focus its main war effort on the  complete liberation  of the eastern Donbas region, the chief of the Russian army has said"
5237,The northern Ukrainian city of Chernihiv,"🇺🇦The northern Ukrainian city of Chernihiv has been cut off by Russian forces, with its besieged population now enduring what local officials describe as a  humanitarian catastrophe"
5238,Sir Christopher Hohns,Sir Christopher Hohns comments follow government call for more North Sea oil and gas
5239,"🔴 Akshata Murthy , the Chancellor ’s spouse ,","🔴Akshata Murthy, the Chancellor’s spouse, owns 0.93pc or 39 million shares in Infosys, the Indian company founded by her billionaire father"
5240,A US Army veteran fighting as a volunteer in Ukraine,🎥 A US Army veteran fighting as a volunteer in Ukraine has revealed the smoldering remains of several Russian tanks destroyed in a firefight
5241,The teenager,"The teenager came out of his seat on the Orlando Free Fall ride at Icon Park, where it is billed as the worlds tallest free-standing drop tower"
5242,Putin,"🔴Putin has claimed the West are  trying to cancel  Russia like they canceled JK Rowling. 

Putin, said the Harry Potter author was singled out for not satisfying  the demands of gender rights . 

Read more 👇"
5243,Polish President Andrzej Duda,"🔴Polish President Andrzej Duda will be late meeting Biden this afternoon, because the plane transporting him to the south-east of the country had to turn back and make an emergency landing in Warsaw"
5244,Putin,"🔴Putin has appeared to  draw comparisons between JK Rowling and his country, accusing the West of  progressive discrimination of everything to do with Russia"
5245,🔴 Putin,"🔴Putin has appeared to  draw comparisons between JK Rowling and his country, accusing the West of  progressive discrimination of everything to do with Russia 

Read more here👇"
5246,0,Here is the Ukraine lunchtime briefing👇
5247,people,"🔴A video recorded at the scene last week that has emerged today showed people staggering from the wreckage, covered in thick dust as they pushed to the exit. In other clips, the buildings are completely unrecognisable as smoke rises from the ashes"
5248,the UK Health Security Agency,"On Friday  the UK Health Security Agency announced that a woman with a recent travel history to central Asia has been diagnosed with Crimean-Congo haemorrhagic fever, an infectious disease with a fatality rate as high as 40 per cent"
5249,In Mariupol harrowing stories,"🔴In Mariupol harrowing stories have emerged.

Alexandr Volodko, 21, a student, said:  We spotted a stray dog, it was already not doing well. We were so desperate we cooked it. We were starving and I am ashamed to say it."
5250,the US President,🔴By failing to draw a line in the sand the US President has replaced unhelpful fudge with useful ambiguity
5251,Ukraine forces,"🔴In a video statement, presidential advisor Oleksiy Arestovych said Ukraine forces had  killed commander of the 49th Russian Southern District Army, General Yakov Ryazantsev, in a strike on Chornobayivka near Kherson"
5252,0,🔴European countries are under pressure to follow the US and UK in cutting dependency on Moscow for energy
5253,Cruises,P&amp;O Cruises has launched a campaign highlighting that it is a different business to P&amp;O Ferries after wrongly attracting consumer fury following a mass sacking scandal
5254,2⃣ Shelling of Chernobyl nuclear plant staff,"Ukraine lunchtime briefing:
1⃣Military chaplain killed in Russia by Ukrainian rocket
2⃣Shelling of Chernobyl nuclear plant staff sparks UN concern
3⃣At least 300’ dead in theatre bombing
4⃣Russian forces pushed more than 20 miles away from Kyiv"
5255,White House National Security Adviser Jake Sullivan,"🔴The United States has  no intention  of using chemical weapons under any circumstance even if Russia uses such weapons in Ukraine, White House National Security Adviser Jake Sullivan has said"
5256,the Wests red line,"🔊 LIVE NOW 🔊

❓Where is the Wests red line on chemical weapons?

Hear the latest updates and analysis on  from @DomNicholls, @VerityBowman, @FrancisDearnley and @djknowles22"
5257,Russia,"🔴The counter-attacks heap further misery on Russia as its month-old campaign continues to falter, with troops yet to capture a major city and now losing ground in key areas"
5258,Grant Shapps today,"🔴Grant Shapps today urged motorists to boycott petrol stations which fail to reflect Rishi Sunaks 5p fuel duty cut in their prices.

Follow all the latest updates on our politics liveblog here 👇"
5259,Russias invasion of Ukraine,"🔴Russias invasion of Ukraine has come at a huge cost to human life. 

These are the Ukrainian cities and towns with the highest death tolls reported so far👇"
5260,0,"Some 20,100 visas have been issued under the Ukraine family scheme as of 5pm on Thursday, the Home Office said.

➡️So far 35,500 applications have been submitted, according to provisional data published on the departments website"
5261,"several records , particularly those for dry weather ,","☀️A project digitising the Met Office’s weather archive has found that several records, particularly those for dry weather, were set much earlier than previously thought"
5262,The alliance,"🔴The alliance signed off on the formation of four new battlegroups of between 1,000 and 1,500 troops, up to 6,000 soldiers, at an emergency summit in Brussels on the war in Ukraine"
5263,0,❌Western leaders look to block one of the Kremlins last ways of navigating around the West’s brutal economic sanctions
5264,0,"🎙️ Twitter Space: 1pm 🎙️

@djknowles22 will be joined by @VerityBowman, @FrancisDearnley and @DomNicholls 

Set a reminder 👇"
5265,drivers,📱A loophole allowing drivers to escape punishment for hand-held phone use if they are taking a photo or playing a game will be closed from Friday
5266,0,"🎥 Footage shared on social media showed the extent of the destruction inside the Ukrainian city.

Read more 👇"
5267,Rishi Sunaks Spring Statement and the weeks,"🔴Catch up on the latest news from the Ukraine war, Rishi Sunaks Spring Statement and the weeks top stories with the help of our readers"
